dateTime,latitude,longitude,value
2019-03-01 20:49:43,32.99148,-96.75944166666667,55.0
2019-03-01 20:49:44,32.991436666666665,-96.75940166666666,55.0
2019-03-01 20:49:45,32.99143,-96.75934833333334,55.0
2019-03-01 20:49:46,32.99143,-96.75934833333334,55.0
2019-03-01 20:49:47,32.99143,-96.75934833333334,55.0
2019-03-01 20:49:48,32.99143,-96.75934833333334,55.0
2019-03-01 20:49:49,32.99143,-96.75934833333334,55.0
2019-03-01 20:49:50,32.99143,-96.75934833333334,55.0
2019-03-01 20:49:51,32.99143,-96.75934833333334,55.0
2019-03-01 20:49:52,32.99143,-96.75934833333334,55.0
2019-03-01 20:49:53,32.99143,-96.75934833333334,55.0
2019-03-01 20:49:54,32.99143,-96.75934833333334,55.0
2019-03-01 20:49:55,32.99143,-96.75934833333334,55.0
2019-03-01 20:49:56,32.99143,-96.75934833333334,55.0
2019-03-01 20:49:57,32.99143,-96.75934833333334,55.0
2019-03-01 20:49:58,32.99143,-96.75934833333334,55.0
2019-03-01 20:49:59,32.99143,-96.75934833333334,55.0
2019-03-01 20:50:00,32.99143,-96.75934833333334,55.0
2019-03-01 20:50:01,32.99143,-96.75934833333334,55.0
2019-03-01 20:50:02,32.99143,-96.75934833333334,55.0
2019-03-01 20:50:03,32.99143,-96.75934833333334,55.0
2019-03-01 20:50:04,32.991346666666665,-96.759375,55.0
2019-03-01 20:50:05,32.99133500000001,-96.75937833333334,55.0
2019-03-01 20:50:06,32.99133,-96.75938,55.0
2019-03-01 20:50:07,32.99133333333334,-96.75938166666668,55.0
2019-03-01 20:50:08,32.99134333333333,-96.75938333333333,55.0
2019-03-01 20:50:09,32.99134333333333,-96.75938333333333,55.0
2019-03-01 20:50:10,32.99134333333333,-96.75938333333333,55.0
2019-03-01 20:50:11,32.99134333333333,-96.75938333333333,55.0
2019-03-01 20:50:12,32.991321666666664,-96.75941999999999,55.0
2019-03-01 20:50:13,32.99131666666666,-96.75942666666667,55.0
2019-03-01 20:50:14,32.99128666666666,-96.75933166666667,55.0
2019-03-01 20:50:15,32.991278333333334,-96.75930000000001,55.0
2019-03-01 20:50:16,32.991278333333334,-96.75927500000002,55.0
2019-03-01 20:50:17,32.99128333333333,-96.759255,55.0
2019-03-01 20:50:18,32.991285,-96.759255,55.0
2019-03-01 20:50:19,32.991285,-96.75916000000001,55.0
2019-03-01 20:50:20,32.991285,-96.75909000000001,55.0
2019-03-01 20:50:21,32.991281666666666,-96.75907333333335,55.0
2019-03-01 20:50:22,32.99128666666666,-96.75905499999999,55.0
2019-03-01 20:50:23,32.991290000000006,-96.75903333333332,55.0
2019-03-01 20:50:24,32.991303333333335,-96.75901333333334,55.0
2019-03-01 20:50:25,32.991308333333336,-96.75899833333332,55.0
2019-03-01 20:50:26,32.9913,-96.75899333333334,55.0
2019-03-01 20:50:27,32.99129666666667,-96.75897833333332,55.0
2019-03-01 20:50:28,32.99128833333334,-96.75898833333333,55.0
2019-03-01 20:50:29,32.99128333333333,-96.75899,55.0
2019-03-01 20:50:30,32.991276666666664,-96.75899333333334,55.0
2019-03-01 20:50:31,32.99128333333333,-96.75899833333332,55.0
2019-03-01 20:50:32,32.991285,-96.75901333333334,55.0
2019-03-01 20:50:33,32.991285,-96.75902833333333,55.0
2019-03-01 20:50:34,32.99128333333333,-96.75904999999999,55.0
2019-03-01 20:50:35,32.991281666666666,-96.75909166666666,55.0
2019-03-01 20:50:36,32.991279999999996,-96.75912166666667,55.0
2019-03-01 20:50:37,32.99127,-96.75916166666666,55.0
2019-03-01 20:50:38,32.991255,-96.75919833333334,55.0
2019-03-01 20:50:39,32.991263333333336,-96.75923333333334,55.0
2019-03-01 20:50:40,32.991186666666664,-96.75925333333335,55.0
2019-03-01 20:50:41,32.99115166666666,-96.75924833333332,55.0
2019-03-01 20:50:42,32.991121666666665,-96.75923333333334,55.0
2019-03-01 20:50:43,32.99109833333333,-96.75920166666668,55.0
2019-03-01 20:50:44,32.991075,-96.75923333333334,55.0
2019-03-01 20:50:46,32.99107,-96.75926,55.0
2019-03-01 20:50:46,32.99104,-96.75919666666665,55.0
2019-03-01 20:50:47,32.991011666666665,-96.759155,55.0
2019-03-01 20:50:48,32.991,-96.75911333333333,55.0
2019-03-01 20:50:49,32.991,-96.75911333333333,55.0
2019-03-01 20:50:50,32.99092666666666,-96.75904999999999,55.0
2019-03-01 20:50:51,32.990896666666664,-96.75901333333334,55.0
2019-03-01 20:50:52,32.990883333333336,-96.75903666666666,55.0
2019-03-01 20:50:53,32.99086833333333,-96.75906166666667,55.0
2019-03-01 20:50:54,32.990845,-96.75908833333332,55.0
2019-03-01 20:50:55,32.990845,-96.75908833333332,55.0
2019-03-01 20:50:56,32.990845,-96.75908833333332,55.0
2019-03-01 20:50:57,32.990845,-96.75908833333332,55.0
2019-03-01 20:50:58,32.990845,-96.75908833333332,55.0
2019-03-01 20:50:59,32.99078833333333,-96.75917,55.0
2019-03-01 20:51:00,32.99077833333333,-96.759195,55.0
2019-03-01 20:51:01,32.990748333333336,-96.759225,55.0
2019-03-01 20:51:02,32.99073166666667,-96.75925166666666,55.0
2019-03-01 20:51:03,32.99071666666667,-96.75922166666666,55.0
2019-03-01 20:51:04,32.990705000000005,-96.75925166666666,55.0
2019-03-01 20:51:06,32.99068833333333,-96.75927666666666,55.0
2019-03-01 20:51:06,32.99066666666667,-96.75930500000001,55.0
2019-03-01 20:51:07,32.99065333333333,-96.75933833333332,55.0
2019-03-01 20:51:08,32.99064,-96.75937666666665,55.0
2019-03-01 20:51:09,32.99062666666667,-96.75941166666668,55.0
2019-03-01 20:51:10,32.990635,-96.75937833333334,55.0
2019-03-01 20:51:11,32.99062,-96.75941666666668,55.0
2019-03-01 20:51:12,32.990604999999995,-96.75935833333332,55.0
2019-03-01 20:51:14,32.99058,-96.75925666666666,55.0
2019-03-01 20:51:14,32.99058,-96.75925666666666,55.0
2019-03-01 20:51:15,32.990568333333336,-96.75919166666667,55.0
