<Header>
User name: 
Location: 
Model: 1.109
Serial No.: 9G100048
Firmware revision: 12.30E
Software revision: 5-1 Rev IV (12-04-2017)
Unit: ug/m3
C-factor: 1.00
Comment: 
online data
<Data>
[d&t12/31/2035 11:50:55 AM]	PM10 [ug/m3]	PM2.5 [ug/m3]	PM1 [ug/m3]	Inhalable [ug/m3]	Thoracic [ug/m3]	Alveolic [ug/m3]
2/12/2019 7:34:33 PM	5.1	3.4	2.9	5.1	5.1	3.8
2/12/2019 7:34:39 PM	20.3	4.0	3.3	21.0	16.7	4.8
2/12/2019 7:34:45 PM	3.7	3.5	2.9	3.7	3.7	3.6
2/12/2019 7:34:51 PM	3.1	3.1	3.0	3.1	3.1	3.1
2/12/2019 7:34:57 PM	4.4	3.9	3.0	4.4	4.4	4.1
2/12/2019 7:35:03 PM	4.5	3.7	3.0	4.5	4.5	4.1
2/12/2019 7:35:09 PM	13.2	4.5	3.1	13.5	11.5	5.6
2/12/2019 7:35:15 PM	2.8	2.8	2.8	2.8	2.8	2.8
2/12/2019 7:35:21 PM	2.8	2.8	2.8	2.8	2.8	2.8
2/12/2019 7:35:27 PM	6.7	3.3	2.9	6.7	6.4	3.8
2/12/2019 7:35:33 PM	3.3	3.3	3.0	3.3	3.3	3.3
2/12/2019 7:35:39 PM	4.0	3.6	2.9	4.0	4.0	3.8
2/12/2019 7:35:45 PM	5.5	3.3	2.8	5.5	5.5	4.3
2/12/2019 7:35:51 PM	2.8	2.8	2.8	2.8	2.8	2.8
2/12/2019 7:35:57 PM	2.8	2.8	2.8	2.8	2.8	2.8
2/12/2019 7:36:03 PM	3.1	3.1	2.8	3.1	3.1	3.0
2/12/2019 7:36:09 PM	2.9	2.9	2.8	2.9	2.9	2.9
2/12/2019 7:36:15 PM	4.9	4.2	3.0	4.9	4.9	4.5
2/12/2019 7:36:21 PM	3.4	3.3	2.8	3.4	3.4	3.3
2/12/2019 7:36:27 PM	2.9	2.9	2.8	2.9	2.9	2.9
2/12/2019 7:36:33 PM	2.8	2.8	2.8	2.8	2.8	2.8
2/12/2019 7:36:39 PM	9.6	3.3	2.9	9.6	8.9	4.1
2/12/2019 7:36:45 PM	2.8	2.8	2.8	2.8	2.8	2.8
2/12/2019 7:36:51 PM	2.7	2.7	2.6	2.7	2.7	2.7
2/12/2019 7:36:57 PM	6.0	3.0	2.6	6.0	5.7	3.3
2/12/2019 7:37:03 PM	3.4	3.2	2.7	3.4	3.4	3.3
2/12/2019 7:37:09 PM	2.9	2.9	2.9	2.9	2.9	2.9
2/12/2019 7:37:15 PM	2.6	2.6	2.6	2.6	2.6	2.6
2/12/2019 7:37:21 PM	2.7	2.7	2.7	2.7	2.7	2.7
2/12/2019 7:37:27 PM	3.4	3.3	2.7	3.4	3.4	3.3
2/12/2019 7:37:33 PM	7.9	3.4	2.7	7.9	7.2	3.7
2/12/2019 7:37:39 PM	2.6	2.6	2.6	2.6	2.6	2.6
2/12/2019 7:37:45 PM	2.9	2.9	2.9	2.9	2.9	2.9
2/12/2019 7:37:51 PM	4.1	3.2	2.6	4.1	4.1	3.6
2/12/2019 7:37:57 PM	2.9	2.9	2.9	2.9	2.9	2.9
2/12/2019 7:38:03 PM	3.2	3.2	2.8	3.2	3.2	3.2
2/12/2019 7:38:09 PM	2.7	2.7	2.7	2.7	2.7	2.7
2/12/2019 7:38:15 PM	3.5	3.4	2.8	3.5	3.5	3.4
2/12/2019 7:38:21 PM	4.1	3.6	2.7	4.1	4.1	3.8
2/12/2019 7:38:27 PM	8.7	3.3	2.6	8.7	8.5	4.7
2/12/2019 7:38:33 PM	6.4	2.9	2.5	6.4	6.3	4.1
2/12/2019 7:38:39 PM	2.7	2.7	2.7	2.7	2.7	2.7
2/12/2019 7:38:45 PM	4.9	3.0	2.6	4.9	4.9	3.8
2/12/2019 7:38:51 PM	2.6	2.6	2.6	2.6	2.6	2.6
2/12/2019 7:38:57 PM	4.2	4.1	2.8	4.2	4.2	4.1
2/12/2019 7:39:03 PM	4.3	3.9	2.7	4.3	4.3	4.1
2/12/2019 7:39:09 PM	2.8	2.8	2.8	2.8	2.8	2.8
2/12/2019 7:39:15 PM	2.5	2.5	2.5	2.5	2.5	2.5
2/12/2019 7:39:21 PM	2.6	2.6	2.6	2.6	2.6	2.6
2/12/2019 7:39:27 PM	2.4	2.4	2.4	2.4	2.4	2.4
2/12/2019 7:39:33 PM	2.6	2.6	2.6	2.6	2.6	2.6
2/12/2019 7:39:39 PM	5.8	3.7	2.8	5.8	5.8	4.7
2/12/2019 7:39:45 PM	2.9	2.9	2.9	2.9	2.9	2.9
2/12/2019 7:39:51 PM	3.2	3.1	2.6	3.2	3.2	3.2
2/12/2019 7:39:57 PM	2.5	2.5	2.5	2.5	2.5	2.5
2/12/2019 7:40:03 PM	4.5	3.2	2.6	4.5	4.5	3.8
2/12/2019 7:40:09 PM	3.9	3.6	2.5	3.9	3.9	3.7
2/12/2019 7:40:15 PM	2.5	2.5	2.5	2.5	2.5	2.5
2/12/2019 7:40:21 PM	2.6	2.6	2.6	2.6	2.6	2.6
2/12/2019 7:40:27 PM	2.6	2.6	2.6	2.6	2.6	2.6
2/12/2019 7:40:33 PM	5.5	3.6	2.4	5.5	5.5	4.4
2/12/2019 7:40:39 PM	2.5	2.5	2.5	2.5	2.5	2.5
2/12/2019 7:40:45 PM	2.9	2.9	2.9	2.9	2.9	2.9
2/12/2019 7:40:51 PM	4.3	3.7	2.5	4.3	4.3	4.0
2/12/2019 7:40:57 PM	2.6	2.6	2.6	2.6	2.6	2.6
2/12/2019 7:41:03 PM	2.9	2.9	2.4	2.9	2.9	2.9
2/12/2019 7:41:09 PM	3.3	3.3	2.5	3.3	3.3	3.3
2/12/2019 7:41:15 PM	2.4	2.4	2.4	2.4	2.4	2.4
2/12/2019 7:41:21 PM	2.6	2.6	2.6	2.6	2.6	2.6
2/12/2019 7:41:27 PM	3.6	3.4	2.4	3.6	3.5	3.5
2/12/2019 7:41:33 PM	2.7	2.7	2.7	2.7	2.7	2.7
2/12/2019 7:41:39 PM	3.2	3.0	2.5	3.2	3.2	3.1
2/12/2019 7:41:45 PM	3.4	3.1	2.5	3.4	3.4	3.2
2/12/2019 7:41:51 PM	2.6	2.6	2.6	2.6	2.6	2.6
2/12/2019 7:41:57 PM	4.2	3.3	2.6	4.2	4.2	3.7
2/12/2019 7:42:03 PM	5.9	2.8	2.4	5.9	5.6	3.2
2/12/2019 7:42:09 PM	3.3	3.1	2.6	3.3	3.3	3.2
2/12/2019 7:42:15 PM	9.9	3.2	2.7	10.2	8.2	3.4
2/12/2019 7:42:21 PM	2.2	2.2	2.2	2.2	2.2	2.2
2/12/2019 7:42:27 PM	2.8	2.8	2.6	2.8	2.8	2.8
2/12/2019 7:42:33 PM	2.6	2.6	2.6	2.6	2.6	2.6
2/12/2019 7:42:39 PM	3.5	3.1	2.4	3.5	3.5	3.3
2/12/2019 7:42:45 PM	4.0	3.3	2.6	4.0	4.0	3.6
2/12/2019 7:42:51 PM	2.8	2.8	2.6	2.8	2.8	2.8
2/12/2019 7:42:57 PM	2.5	2.5	2.4	2.5	2.5	2.5
2/12/2019 7:43:03 PM	2.4	2.4	2.4	2.4	2.4	2.4
2/12/2019 7:43:09 PM	2.5	2.5	2.5	2.5	2.5	2.5
2/12/2019 7:43:15 PM	5.2	3.9	2.7	5.2	5.2	4.5
2/12/2019 7:43:21 PM	2.5	2.5	2.5	2.5	2.5	2.5
2/12/2019 7:43:27 PM	3.9	2.9	2.4	3.9	3.9	3.4
2/12/2019 7:43:33 PM	2.6	2.6	2.6	2.6	2.6	2.6
2/12/2019 7:43:39 PM	5.9	5.3	2.6	5.9	5.9	5.5
2/12/2019 7:43:45 PM	3.3	3.2	2.4	3.3	3.3	3.2
2/12/2019 7:43:51 PM	4.0	3.4	2.2	4.0	4.0	3.6
2/12/2019 7:43:57 PM	2.7	2.7	2.4	2.7	2.7	2.7
2/12/2019 7:44:03 PM	2.7	2.7	2.6	2.7	2.7	2.7
2/12/2019 7:44:09 PM	2.5	2.5	2.5	2.5	2.5	2.5
2/12/2019 7:44:15 PM	2.4	2.4	2.4	2.4	2.4	2.4
2/12/2019 7:44:21 PM	2.9	2.9	2.7	2.9	2.9	2.9
2/12/2019 7:44:27 PM	2.9	2.9	2.4	2.9	2.9	2.9
2/12/2019 7:44:33 PM	2.7	2.7	2.7	2.7	2.7	2.7
2/12/2019 7:44:39 PM	2.6	2.6	2.6	2.6	2.6	2.6
2/12/2019 7:44:45 PM	3.4	3.3	2.6	3.4	3.4	3.3
2/12/2019 7:44:51 PM	2.5	2.5	2.4	2.5	2.5	2.5
2/12/2019 7:44:57 PM	3.6	3.3	2.7	3.6	3.6	3.4
2/12/2019 7:45:03 PM	2.5	2.5	2.5	2.5	2.5	2.5
2/12/2019 7:45:09 PM	2.2	2.2	2.2	2.2	2.2	2.2
2/12/2019 7:45:15 PM	2.3	2.3	2.3	2.3	2.3	2.3
2/12/2019 7:45:21 PM	2.7	2.7	2.5	2.7	2.7	2.7
2/12/2019 7:45:27 PM	3.4	3.0	2.5	3.4	3.4	3.2
2/12/2019 7:45:33 PM	2.5	2.5	2.5	2.5	2.5	2.5
2/12/2019 7:45:39 PM	3.3	2.9	2.3	3.3	3.3	3.1
2/12/2019 7:45:45 PM	5.0	3.7	2.6	5.0	5.0	4.3
2/12/2019 7:45:51 PM	2.4	2.4	2.2	2.4	2.4	2.4
2/12/2019 7:45:57 PM	4.0	3.9	2.7	4.0	4.0	3.9
2/12/2019 7:46:03 PM	2.2	2.2	2.2	2.2	2.2	2.2
2/12/2019 7:46:09 PM	2.3	2.3	2.3	2.3	2.3	2.3
2/12/2019 7:46:15 PM	4.7	3.0	2.6	4.7	4.6	3.4
2/12/2019 7:46:21 PM	2.6	2.6	2.4	2.6	2.6	2.6
2/12/2019 7:46:27 PM	3.5	2.9	2.3	3.5	3.5	3.2
2/12/2019 7:46:33 PM	2.6	2.6	2.6	2.6	2.6	2.6
2/12/2019 7:46:39 PM	3.0	3.0	2.5	3.0	3.0	3.0
2/12/2019 7:46:45 PM	2.4	2.4	2.4	2.4	2.4	2.4
2/12/2019 7:46:51 PM	7.3	2.8	2.5	7.3	6.5	3.1
2/12/2019 7:46:57 PM	4.0	3.1	2.7	4.0	4.0	3.5
2/12/2019 7:47:03 PM	3.3	3.1	2.5	3.3	3.3	3.2
2/12/2019 7:47:09 PM	2.4	2.4	2.4	2.4	2.4	2.4
2/12/2019 7:47:15 PM	2.5	2.5	2.4	2.5	2.5	2.5
2/12/2019 7:47:21 PM	3.4	3.2	2.6	3.4	3.4	3.3
2/12/2019 7:47:27 PM	2.6	2.6	2.6	2.6	2.6	2.6
2/12/2019 7:47:33 PM	3.3	3.0	2.4	3.3	3.3	3.1
2/12/2019 7:47:39 PM	2.5	2.5	2.5	2.5	2.5	2.5
2/12/2019 7:47:45 PM	4.9	3.9	2.6	4.9	4.9	4.3
2/12/2019 7:47:51 PM	2.4	2.4	2.4	2.4	2.4	2.4
2/12/2019 7:47:57 PM	2.5	2.5	2.5	2.5	2.5	2.5
2/12/2019 7:48:03 PM	2.4	2.4	2.4	2.4	2.4	2.4
2/12/2019 7:48:09 PM	3.9	2.9	2.4	3.9	3.8	3.3
2/12/2019 7:48:15 PM	2.5	2.5	2.5	2.5	2.5	2.5
2/12/2019 7:48:21 PM	2.7	2.7	2.5	2.7	2.7	2.7
2/12/2019 7:48:27 PM	2.7	2.7	2.5	2.7	2.7	2.7
2/12/2019 7:48:33 PM	2.5	2.5	2.3	2.5	2.5	2.5
2/12/2019 7:48:39 PM	2.5	2.5	2.5	2.5	2.5	2.5
2/12/2019 7:48:45 PM	2.4	2.4	2.4	2.4	2.4	2.4
2/12/2019 7:48:51 PM	4.3	3.4	2.4	4.3	4.3	3.8
2/12/2019 7:48:57 PM	4.4	3.8	2.4	4.4	4.4	4.1
2/12/2019 7:49:03 PM	2.9	2.9	2.3	2.9	2.9	2.8
2/12/2019 7:49:09 PM	7.6	2.8	2.5	7.6	7.2	3.6
2/12/2019 7:49:15 PM	3.3	3.1	2.6	3.3	3.3	3.2
2/12/2019 7:49:21 PM	2.6	2.6	2.6	2.6	2.6	2.6
2/12/2019 7:49:27 PM	2.5	2.5	2.5	2.5	2.5	2.5
2/12/2019 7:49:33 PM	3.3	3.1	2.5	3.3	3.3	3.2
2/12/2019 7:49:39 PM	2.4	2.4	2.4	2.4	2.4	2.4
2/12/2019 7:49:45 PM	2.3	2.3	2.3	2.3	2.3	2.3
2/12/2019 7:49:51 PM	2.5	2.5	2.5	2.5	2.5	2.5
2/12/2019 7:49:57 PM	3.3	3.1	2.6	3.3	3.3	3.2
2/12/2019 7:50:03 PM	2.8	2.8	2.3	2.8	2.8	2.8
2/12/2019 7:50:09 PM	3.7	3.4	2.6	3.7	3.7	3.5
2/12/2019 7:50:15 PM	2.2	2.2	2.1	2.2	2.2	2.2
2/12/2019 7:50:21 PM	2.7	2.7	2.4	2.7	2.7	2.7
2/12/2019 7:50:27 PM	2.5	2.5	2.5	2.5	2.5	2.5
2/12/2019 7:50:33 PM	2.3	2.3	2.3	2.3	2.3	2.3
2/12/2019 7:50:39 PM	5.7	2.6	2.3	5.7	5.4	3.0
2/12/2019 7:50:45 PM	2.2	2.2	2.2	2.2	2.2	2.2
2/12/2019 7:50:51 PM	2.4	2.4	2.4	2.4	2.4	2.4
2/12/2019 7:50:57 PM	2.6	2.6	2.4	2.6	2.6	2.6
2/12/2019 7:51:03 PM	3.7	3.0	2.1	3.7	3.7	3.4
2/12/2019 7:51:09 PM	2.6	2.6	2.5	2.6	2.6	2.6
2/12/2019 7:51:15 PM	2.5	2.5	2.5	2.5	2.5	2.5
2/12/2019 7:51:21 PM	5.9	2.8	2.4	5.9	5.6	3.2
2/12/2019 7:51:27 PM	3.7	3.3	2.6	3.7	3.7	3.5
2/12/2019 7:51:33 PM	3.3	3.1	2.6	3.3	3.3	3.2
2/12/2019 7:51:39 PM	2.4	2.4	2.4	2.4	2.4	2.4
2/12/2019 7:51:45 PM	2.5	2.5	2.5	2.5	2.5	2.5
2/12/2019 7:51:51 PM	2.8	2.8	2.4	2.8	2.8	2.8
2/12/2019 7:51:57 PM	3.7	3.3	2.2	3.7	3.7	3.5
2/12/2019 7:52:03 PM	2.2	2.2	2.2	2.2	2.2	2.2
2/12/2019 7:52:09 PM	2.3	2.3	2.3	2.3	2.3	2.3
2/12/2019 7:52:15 PM	4.7	4.2	2.4	4.7	4.7	4.4
2/12/2019 7:52:21 PM	2.5	2.5	2.2	2.5	2.5	2.5
2/12/2019 7:52:27 PM	2.7	2.7	2.4	2.7	2.7	2.7
2/12/2019 7:52:33 PM	3.0	2.9	2.3	3.0	3.0	2.9
2/12/2019 7:52:39 PM	2.2	2.2	2.2	2.2	2.2	2.2
2/12/2019 7:52:45 PM	2.5	2.5	2.5	2.5	2.5	2.5
2/12/2019 7:52:51 PM	2.7	2.7	2.4	2.7	2.7	2.7
2/12/2019 7:52:57 PM	2.4	2.4	2.4	2.4	2.4	2.4
2/12/2019 7:53:03 PM	2.5	2.5	2.3	2.5	2.5	2.5
2/12/2019 7:53:09 PM	2.4	2.4	2.4	2.4	2.4	2.4
2/12/2019 7:53:15 PM	2.3	2.3	2.3	2.3	2.3	2.3
2/12/2019 7:53:21 PM	7.4	2.8	2.4	7.4	6.6	3.1
2/12/2019 7:53:27 PM	2.7	2.7	2.4	2.7	2.7	2.7
2/12/2019 7:53:33 PM	3.4	3.2	2.4	3.4	3.4	3.3
2/12/2019 7:53:39 PM	5.3	3.3	2.2	5.3	5.2	3.8
2/12/2019 7:53:45 PM	3.7	3.4	2.6	3.7	3.7	3.5
2/12/2019 7:53:51 PM	3.6	3.2	2.3	3.6	3.6	3.4
2/12/2019 7:53:57 PM	2.6	2.6	2.4	2.6	2.6	2.6
2/12/2019 7:54:03 PM	2.4	2.4	2.4	2.4	2.4	2.4
2/12/2019 7:54:09 PM	2.6	2.6	2.3	2.6	2.6	2.6
2/12/2019 7:54:15 PM	5.5	3.4	2.3	5.5	5.5	4.4
2/12/2019 7:54:21 PM	9.5	3.4	2.4	9.5	9.1	4.7
2/12/2019 7:54:27 PM	3.0	2.8	2.2	3.0	3.0	2.9
2/12/2019 7:54:33 PM	5.4	2.6	2.2	5.4	5.3	3.5
2/12/2019 7:54:39 PM	2.4	2.4	2.4	2.4	2.4	2.4
2/12/2019 7:54:45 PM	3.8	3.1	2.4	3.8	3.8	3.4
2/12/2019 7:54:51 PM	7.9	3.6	2.2	7.9	7.6	4.5
2/12/2019 7:54:57 PM	10.1	3.3	2.2	10.5	8.5	3.6
2/12/2019 7:55:03 PM	5.8	2.9	2.5	5.8	5.7	3.8
2/12/2019 7:55:09 PM	12.1	3.5	2.4	33.7	18.1	4.8
2/12/2019 7:55:15 PM	3.0	3.0	2.4	3.0	3.0	3.0
2/12/2019 7:55:21 PM	3.4	2.6	2.2	3.4	3.4	3.0
2/12/2019 7:55:27 PM	2.1	2.1	2.1	2.1	2.1	2.1
2/12/2019 7:55:33 PM	3.8	2.9	2.4	3.8	3.8	3.3
2/12/2019 7:55:39 PM	2.3	2.3	2.3	2.3	2.3	2.3
2/12/2019 7:55:45 PM	2.3	2.3	2.3	2.3	2.3	2.3
2/12/2019 7:55:51 PM	7.3	3.3	2.4	7.3	7.0	4.1
2/12/2019 7:55:57 PM	2.5	2.5	2.5	2.5	2.5	2.5
2/12/2019 7:56:03 PM	2.6	2.6	2.4	2.6	2.6	2.6
2/12/2019 7:56:09 PM	2.6	2.6	2.6	2.6	2.6	2.6
2/12/2019 7:56:15 PM	2.8	2.8	2.7	2.8	2.8	2.8
2/12/2019 7:56:21 PM	11.2	3.0	2.5	16.1	10.3	3.4
2/12/2019 7:56:27 PM	2.6	2.6	2.6	2.6	2.6	2.6
2/12/2019 7:56:33 PM	3.9	3.7	2.5	3.9	3.9	3.8
2/12/2019 7:56:39 PM	2.5	2.5	2.5	2.5	2.5	2.5
2/12/2019 7:56:45 PM	2.8	2.8	2.6	2.8	2.8	2.8
2/12/2019 7:56:51 PM	4.6	3.6	2.6	4.6	4.6	4.1
2/12/2019 7:56:57 PM	5.2	3.3	2.7	5.2	5.1	3.8
2/12/2019 7:57:03 PM	4.9	3.0	2.6	4.9	4.9	3.8
2/12/2019 7:57:09 PM	8.1	3.6	2.8	8.1	7.7	4.6
2/12/2019 7:57:15 PM	2.7	2.7	2.7	2.7	2.7	2.7
2/12/2019 7:57:21 PM	2.8	2.8	2.5	2.8	2.8	2.8
2/12/2019 7:57:27 PM	2.6	2.6	2.4	2.6	2.6	2.6
2/12/2019 7:57:33 PM	3.0	3.0	2.8	3.0	3.0	3.0
2/12/2019 7:57:39 PM	9.2	3.4	2.7	9.2	8.4	4.3
2/12/2019 7:57:45 PM	5.1	3.5	2.9	5.1	5.1	4.2
2/12/2019 7:57:51 PM	4.7	2.9	2.6	4.7	4.7	3.7
2/12/2019 7:57:57 PM	7.7	3.0	2.5	7.7	7.3	3.7
2/12/2019 7:58:03 PM	4.4	3.2	2.5	63.5	18.7	3.3
2/12/2019 7:58:09 PM	2.9	2.9	2.6	2.9	2.9	2.9
2/12/2019 7:58:15 PM	2.4	2.4	2.4	2.4	2.4	2.4
2/12/2019 7:58:21 PM	7.2	2.8	2.7	7.2	7.1	4.4
2/12/2019 7:58:27 PM	2.9	2.9	2.6	2.9	2.9	2.9
2/12/2019 7:58:33 PM	5.4	3.8	2.6	5.4	5.4	4.5
2/12/2019 7:58:39 PM	4.8	3.1	2.5	4.8	4.8	3.5
2/12/2019 7:58:45 PM	7.9	3.3	2.7	7.9	7.6	4.0
2/12/2019 7:58:51 PM	5.5	3.7	2.6	5.5	5.5	4.1
2/12/2019 7:58:57 PM	2.6	2.6	2.5	2.6	2.6	2.6
2/12/2019 7:59:03 PM	2.3	2.3	2.3	2.3	2.3	2.3
2/12/2019 7:59:09 PM	3.4	3.1	2.4	3.4	3.4	3.2
2/12/2019 7:59:15 PM	4.1	3.3	2.8	4.1	4.1	3.7
2/12/2019 7:59:21 PM	4.2	3.5	2.8	4.2	4.2	3.8
2/12/2019 7:59:27 PM	2.8	2.8	2.8	2.8	2.8	2.8
2/12/2019 7:59:33 PM	5.8	3.9	2.9	5.8	5.8	4.4
2/12/2019 7:59:39 PM	2.6	2.6	2.5	2.6	2.6	2.6
2/12/2019 7:59:45 PM	5.4	2.9	2.5	5.4	5.3	3.7
2/12/2019 7:59:51 PM	2.9	2.9	2.7	2.9	2.9	2.9
2/12/2019 7:59:57 PM	3.0	3.0	3.0	3.0	3.0	3.0
2/12/2019 8:00:03 PM	2.6	2.6	2.6	2.6	2.6	2.6
2/12/2019 8:00:09 PM	4.4	3.2	2.7	4.4	4.4	3.7
2/12/2019 8:00:15 PM	2.7	2.7	2.6	2.7	2.7	2.7
2/12/2019 8:00:21 PM	3.7	2.8	2.5	3.7	3.6	3.2
2/12/2019 8:00:27 PM	3.0	3.0	2.9	3.0	3.0	3.0
2/12/2019 8:00:33 PM	4.5	4.1	2.8	4.5	4.5	4.3
2/12/2019 8:00:39 PM	3.2	3.2	2.9	3.2	3.2	3.2
2/12/2019 8:00:45 PM	2.7	2.7	2.7	2.7	2.7	2.7
2/12/2019 8:00:51 PM	4.8	4.2	3.0	4.8	4.8	4.5
2/12/2019 8:00:57 PM	2.6	2.6	2.6	2.6	2.6	2.6
2/12/2019 8:01:03 PM	6.1	3.9	2.8	6.1	6.1	4.9
2/12/2019 8:01:09 PM	2.7	2.7	2.5	2.7	2.7	2.7
2/12/2019 8:01:15 PM	3.0	3.0	2.7	3.0	3.0	3.0
2/12/2019 8:01:21 PM	5.3	3.1	2.6	5.3	5.2	3.7
2/12/2019 8:01:27 PM	3.1	3.1	2.6	3.1	3.1	3.1
2/12/2019 8:01:33 PM	8.2	3.7	2.7	8.2	7.4	4.0
2/12/2019 8:01:39 PM	3.5	3.4	2.8	3.5	3.5	3.5
2/12/2019 8:01:45 PM	2.8	2.8	2.8	2.8	2.8	2.8
2/12/2019 8:01:51 PM	4.8	3.1	2.8	4.8	4.8	3.9
2/12/2019 8:01:57 PM	2.8	2.8	2.8	2.8	2.8	2.8
2/12/2019 8:02:03 PM	3.0	3.0	2.7	3.0	3.0	3.0
2/12/2019 8:02:09 PM	12.0	2.9	2.6	12.3	10.3	3.8
2/12/2019 8:02:15 PM	13.0	4.9	3.0	17.9	12.1	5.3
2/12/2019 8:02:21 PM	20.2	3.5	2.8	25.5	17.7	5.0
2/12/2019 8:02:27 PM	14.8	7.0	3.5	14.8	14.7	9.8
2/12/2019 8:02:33 PM	8.3	4.8	2.9	8.3	8.3	6.0
2/12/2019 8:02:39 PM	2.9	2.9	2.5	2.9	2.9	2.9
2/12/2019 8:02:45 PM	2.5	2.5	2.5	2.5	2.5	2.5
2/12/2019 8:02:51 PM	2.6	2.6	2.6	2.6	2.6	2.6
2/12/2019 8:02:57 PM	2.4	2.4	2.4	2.4	2.4	2.4
2/12/2019 8:03:03 PM	3.4	3.1	2.5	3.4	3.4	3.2
2/12/2019 8:03:09 PM	4.5	3.3	2.2	4.5	4.5	3.9
2/12/2019 8:03:15 PM	6.7	2.9	2.6	6.7	6.4	3.6
2/12/2019 8:03:21 PM	2.5	2.5	2.5	2.5	2.5	2.5
2/12/2019 8:03:27 PM	3.4	3.2	2.5	3.4	3.4	3.3
2/12/2019 8:03:33 PM	2.6	2.6	2.5	2.6	2.6	2.6
2/12/2019 8:03:39 PM	2.7	2.7	2.4	2.7	2.7	2.7
2/12/2019 8:03:45 PM	5.1	2.9	2.4	5.1	5.0	3.5
2/12/2019 8:03:51 PM	2.4	2.4	2.4	2.4	2.4	2.4
2/12/2019 8:03:57 PM	2.6	2.6	2.4	2.6	2.6	2.6
2/12/2019 8:04:03 PM	2.6	2.6	2.6	2.6	2.6	2.6
2/12/2019 8:04:09 PM	2.4	2.4	2.4	2.4	2.4	2.4
2/12/2019 8:04:15 PM	2.6	2.6	2.5	2.6	2.6	2.6
2/12/2019 8:04:21 PM	2.7	2.7	2.7	2.7	2.7	2.7
2/12/2019 8:04:27 PM	3.1	3.1	2.4	3.1	3.1	3.1
2/12/2019 8:04:33 PM	2.9	2.9	2.4	2.9	2.9	2.9
2/12/2019 8:04:39 PM	2.8	2.8	2.4	2.8	2.8	2.8
2/12/2019 8:04:45 PM	2.4	2.4	2.4	2.4	2.4	2.4
2/12/2019 8:04:51 PM	6.8	2.7	2.6	6.8	6.7	4.2
2/12/2019 8:04:57 PM	3.2	3.0	2.5	3.2	3.2	3.1
2/12/2019 8:05:03 PM	4.0	2.8	2.3	4.0	4.0	3.3
2/12/2019 8:05:09 PM	2.3	2.3	2.3	2.3	2.3	2.3
2/12/2019 8:05:15 PM	2.5	2.5	2.4	2.5	2.5	2.5
2/12/2019 8:05:21 PM	2.5	2.5	2.5	2.5	2.5	2.5
2/12/2019 8:05:27 PM	2.6	2.6	2.5	2.6	2.6	2.6
2/12/2019 8:05:33 PM	3.4	3.0	2.3	3.4	3.4	3.2
2/12/2019 8:05:39 PM	6.0	3.0	2.6	6.0	5.7	3.3
2/12/2019 8:05:45 PM	4.0	3.8	2.7	4.0	4.0	3.8
2/12/2019 8:05:51 PM	3.0	3.0	2.4	3.0	3.0	3.0
2/12/2019 8:05:57 PM	4.7	4.0	2.4	4.7	4.7	4.3
2/12/2019 8:06:03 PM	4.7	2.6	2.2	4.7	4.7	3.5
2/12/2019 8:06:09 PM	4.0	3.6	2.3	4.0	4.0	3.7
2/12/2019 8:06:15 PM	6.1	3.7	2.6	6.1	6.1	4.8
2/12/2019 8:06:21 PM	8.8	2.9	2.5	8.8	8.6	4.4
2/12/2019 8:06:27 PM	11.4	2.6	2.4	11.4	10.9	4.4
2/12/2019 8:06:33 PM	13.5	2.5	2.4	13.9	11.8	4.0
2/12/2019 8:06:39 PM	9.7	3.4	2.5	9.7	9.6	5.9
2/12/2019 8:06:45 PM	5.7	3.6	2.3	5.7	5.6	4.2
2/12/2019 8:06:51 PM	3.4	2.9	2.3	3.4	3.4	3.1
2/12/2019 8:06:57 PM	5.3	3.4	2.4	5.3	5.2	3.9
2/12/2019 8:07:03 PM	2.4	2.4	2.4	2.4	2.4	2.4
2/12/2019 8:07:09 PM	2.6	2.6	2.6	2.6	2.6	2.6
2/12/2019 8:07:15 PM	2.5	2.5	2.2	2.5	2.5	2.5
2/12/2019 8:07:21 PM	3.0	3.0	2.6	3.0	3.0	3.0
2/12/2019 8:07:27 PM	2.5	2.5	2.5	2.5	2.5	2.5
2/12/2019 8:07:33 PM	3.0	2.8	2.3	3.0	3.0	2.9
2/12/2019 8:07:39 PM	3.9	2.7	2.2	3.9	3.8	3.2
2/12/2019 8:07:45 PM	2.4	2.4	2.2	2.4	2.4	2.4
2/12/2019 8:07:51 PM	2.4	2.4	2.4	2.4	2.4	2.4
2/12/2019 8:07:57 PM	2.5	2.5	2.5	2.5	2.5	2.5
2/12/2019 8:08:03 PM	3.1	3.0	2.4	3.1	3.1	3.0
2/12/2019 8:08:09 PM	2.3	2.3	2.3	2.3	2.3	2.3
2/12/2019 8:08:15 PM	4.7	2.7	2.3	4.7	4.6	3.6
2/12/2019 8:08:21 PM	4.4	3.4	2.4	4.4	4.4	3.9
2/12/2019 8:08:27 PM	3.0	3.0	2.4	3.0	3.0	3.0
2/12/2019 8:08:33 PM	3.6	3.4	2.7	3.6	3.6	3.5
2/12/2019 8:08:39 PM	2.4	2.4	2.4	2.4	2.4	2.4
2/12/2019 8:08:45 PM	2.9	2.9	2.8	2.9	2.9	2.9
2/12/2019 8:08:51 PM	3.1	3.1	2.6	3.1	3.1	3.1
