<Header>
User name: 
Location: 
Model: 1.109
Serial No.: 9G100048
Firmware revision: 12.30E
Software revision: 5-1 Rev IV (12-04-2017)
Unit: ug/m3
C-factor: 1.00
Comment: 
online data
<Data>
[d&t12/31/2035 11:50:55 AM]	PM10 [ug/m3]	PM2.5 [ug/m3]	PM1 [ug/m3]	Inhalable [ug/m3]	Thoracic [ug/m3]	Alveolic [ug/m3]
2/12/2019 7:44:52 AM	42.7	8.9	1.6	43.0	40.3	18.1
2/12/2019 7:44:58 AM	45.6	11.0	1.7	45.6	43.4	20.6
2/12/2019 7:45:04 AM	37.1	10.2	1.5	37.1	36.1	18.4
2/12/2019 7:45:10 AM	50.0	9.9	1.7	50.3	46.3	18.9
2/12/2019 7:45:16 AM	55.2	17.4	1.9	60.2	53.5	27.6
2/12/2019 7:45:22 AM	60.6	17.4	2.0	60.6	57.4	28.7
2/12/2019 7:45:28 AM	60.3	11.6	1.9	82.2	64.0	25.7
2/12/2019 7:45:34 AM	55.2	14.1	2.2	55.5	52.7	26.5
2/12/2019 7:45:40 AM	45.1	14.7	1.8	45.1	44.1	24.5
2/12/2019 7:45:46 AM	56.7	13.2	1.7	61.7	54.4	24.3
2/12/2019 7:45:52 AM	80.6	12.3	2.0	80.6	75.8	29.4
2/12/2019 7:45:58 AM	58.2	11.5	1.7	63.5	54.3	21.6
2/12/2019 7:46:04 AM	66.3	15.0	2.1	71.6	61.6	26.4
2/12/2019 7:46:10 AM	64.8	13.0	2.0	185.1	76.2	27.4
2/12/2019 7:46:16 AM	65.7	14.8	1.9	70.7	63.2	28.0
2/12/2019 7:46:22 AM	59.8	12.6	1.8	60.1	56.1	24.7
2/12/2019 7:46:28 AM	68.5	14.3	2.0	68.5	64.7	27.1
2/12/2019 7:46:34 AM	65.5	11.0	1.9	65.5	63.5	26.8
2/12/2019 7:46:40 AM	52.4	11.7	1.9	52.4	50.9	25.3
2/12/2019 7:46:46 AM	62.1	11.3	2.0	410.7	61.2	23.8
2/12/2019 7:46:52 AM	77.1	16.5	1.9	104.4	77.0	27.2
2/12/2019 7:46:58 AM	45.8	12.9	1.6	46.2	43.3	22.1
2/12/2019 7:47:04 AM	68.8	17.0	2.0	74.1	64.5	28.2
2/12/2019 7:47:10 AM	48.9	12.6	2.0	48.9	46.7	22.9
2/12/2019 7:47:16 AM	62.5	13.7	1.9	89.8	64.4	24.2
2/12/2019 7:47:22 AM	56.9	17.6	2.0	56.9	54.5	28.9
2/12/2019 7:47:28 AM	51.8	15.8	2.2	51.8	50.2	27.1
2/12/2019 7:47:34 AM	66.3	14.8	2.2	76.2	63.0	26.8
2/12/2019 7:47:40 AM	47.9	15.5	1.8	47.9	47.0	26.4
2/12/2019 7:47:46 AM	86.5	12.4	2.1	92.2	79.2	29.0
2/12/2019 7:47:52 AM	93.0	11.0	1.5	108.3	84.9	24.4
2/12/2019 7:47:58 AM	73.7	11.2	1.9	88.6	69.3	22.9
2/12/2019 7:48:04 AM	57.3	14.3	2.1	83.9	61.9	25.6
2/12/2019 7:48:10 AM	53.4	15.1	1.8	53.4	51.5	26.7
2/12/2019 7:48:16 AM	61.7	11.8	2.0	166.6	62.7	22.5
2/12/2019 7:48:22 AM	51.3	11.5	1.8	51.3	49.3	23.1
2/12/2019 7:48:28 AM	38.3	9.5	1.7	38.3	36.3	16.6
2/12/2019 7:48:34 AM	55.7	14.6	1.7	55.7	52.3	24.4
2/12/2019 7:48:40 AM	70.1	7.0	1.7	92.1	70.3	20.5
2/12/2019 7:48:46 AM	63.3	16.9	2.1	85.2	66.2	27.5
2/12/2019 7:48:52 AM	59.4	17.6	2.2	59.4	57.7	31.1
2/12/2019 7:48:58 AM	68.6	12.4	2.2	413.0	66.3	26.7
2/12/2019 7:49:04 AM	78.1	12.1	1.8	79.2	70.3	25.4
2/12/2019 7:49:10 AM	48.1	11.3	2.0	53.1	45.6	20.0
2/12/2019 7:49:16 AM	51.1	12.1	1.9	51.4	48.6	23.6
2/12/2019 7:49:22 AM	43.8	14.1	1.9	44.1	41.6	22.9
2/12/2019 7:49:28 AM	59.7	7.2	1.6	59.7	57.2	22.1
2/12/2019 7:49:34 AM	65.4	20.8	2.3	65.4	62.2	32.4
2/12/2019 7:49:40 AM	50.5	9.6	2.0	55.5	48.0	20.2
2/12/2019 7:49:46 AM	44.0	14.9	1.6	44.0	43.4	25.4
2/12/2019 7:49:52 AM	70.0	8.1	1.9	75.4	64.4	20.4
2/12/2019 7:49:58 AM	62.1	16.2	2.0	67.1	59.5	28.7
2/12/2019 7:50:04 AM	38.2	15.1	1.8	38.5	35.7	21.0
2/12/2019 7:50:10 AM	74.0	13.1	2.4	117.2	75.8	26.0
2/12/2019 7:50:16 AM	57.7	12.5	1.9	58.1	54.4	25.1
2/12/2019 7:50:22 AM	69.0	10.4	2.0	96.0	70.9	23.3
2/12/2019 7:50:28 AM	55.0	11.0	1.9	55.3	50.9	20.4
2/12/2019 7:50:34 AM	57.6	13.4	1.9	95.5	62.4	25.6
2/12/2019 7:50:40 AM	82.9	11.9	2.2	110.2	81.6	24.7
2/12/2019 7:50:46 AM	44.7	17.6	2.1	44.7	44.1	27.6
2/12/2019 7:50:52 AM	53.4	16.8	2.0	53.4	50.5	26.7
2/12/2019 7:50:58 AM	59.0	13.5	1.8	59.3	55.5	25.5
2/12/2019 7:51:04 AM	70.5	15.5	1.9	75.8	65.8	27.6
2/12/2019 7:51:10 AM	69.0	7.0	1.4	90.6	71.6	23.0
2/12/2019 7:51:16 AM	56.1	12.4	1.8	56.1	54.6	26.2
2/12/2019 7:51:22 AM	89.8	12.1	1.6	99.7	84.7	29.8
2/12/2019 7:51:28 AM	67.2	16.8	2.4	93.8	71.5	31.3
2/12/2019 7:51:34 AM	64.8	14.2	2.1	65.2	60.2	25.5
2/12/2019 7:51:40 AM	63.4	15.0	1.9	63.7	60.6	29.3
2/12/2019 7:51:46 AM	78.4	12.9	1.9	79.1	71.0	25.9
2/12/2019 7:51:52 AM	55.1	10.6	1.6	55.1	53.0	23.9
2/12/2019 7:51:58 AM	71.9	12.1	1.5	98.9	73.8	25.5
2/12/2019 7:52:04 AM	59.5	13.1	1.9	59.5	57.2	26.6
2/12/2019 7:52:10 AM	46.9	14.4	1.9	46.9	45.9	25.1
2/12/2019 7:52:16 AM	52.7	18.2	2.0	53.0	50.3	28.5
2/12/2019 7:52:22 AM	57.0	17.7	2.2	61.9	54.3	26.8
2/12/2019 7:52:28 AM	58.8	14.5	2.0	58.8	56.7	27.7
2/12/2019 7:52:34 AM	44.9	14.0	1.9	71.4	50.3	23.1
2/12/2019 7:52:40 AM	56.6	13.1	1.8	56.9	53.7	24.9
2/12/2019 7:52:46 AM	60.7	12.3	1.8	61.1	57.6	26.4
2/12/2019 7:52:52 AM	62.4	11.8	1.9	72.7	57.9	21.2
2/12/2019 7:52:58 AM	57.4	13.7	1.9	62.7	54.1	24.4
2/12/2019 7:53:04 AM	56.1	18.0	2.2	160.6	59.0	28.4
2/12/2019 7:53:10 AM	67.2	12.1	1.7	72.2	63.9	25.5
2/12/2019 7:53:16 AM	58.9	11.9	2.0	59.3	55.6	24.9
2/12/2019 7:53:22 AM	53.0	10.4	2.0	79.6	56.9	20.3
2/12/2019 7:53:28 AM	60.4	13.7	2.0	60.4	57.1	25.6
2/12/2019 7:53:34 AM	79.3	14.1	2.3	101.6	80.4	30.1
2/12/2019 7:53:40 AM	78.7	15.0	2.3	84.0	72.6	27.2
2/12/2019 7:53:46 AM	55.1	10.6	2.0	135.8	73.0	21.3
2/12/2019 7:53:52 AM	59.3	13.6	1.9	59.6	55.9	25.8
2/12/2019 7:53:58 AM	58.0	13.6	1.9	58.4	54.6	25.1
2/12/2019 7:54:04 AM	71.6	4.9	1.7	115.9	76.4	15.2
2/12/2019 7:54:10 AM	58.8	19.4	2.2	59.1	56.3	31.5
2/12/2019 7:54:16 AM	59.1	11.7	1.9	59.8	55.2	24.9
2/12/2019 7:54:22 AM	82.8	12.6	1.9	92.8	78.4	28.8
2/12/2019 7:54:28 AM	60.9	15.7	2.2	87.5	65.5	28.1
2/12/2019 7:54:34 AM	62.7	14.3	1.8	62.7	60.2	27.9
2/12/2019 7:54:40 AM	58.6	11.6	1.3	101.4	62.1	22.2
2/12/2019 7:54:46 AM	58.0	12.0	1.8	239.9	58.3	24.4
2/12/2019 7:54:52 AM	76.7	12.4	1.9	139.3	79.0	27.2
2/12/2019 7:54:58 AM	37.0	10.5	1.6	37.0	36.3	20.3
2/12/2019 7:55:04 AM	87.5	12.9	1.7	98.5	78.7	25.0
2/12/2019 7:55:10 AM	50.7	16.7	2.0	72.2	56.6	28.6
2/12/2019 7:55:16 AM	59.8	10.9	2.0	59.8	57.4	25.5
2/12/2019 7:55:22 AM	81.4	12.1	1.9	91.7	75.6	26.9
2/12/2019 7:55:28 AM	68.3	18.4	1.9	69.0	64.0	30.9
2/12/2019 7:55:34 AM	65.1	15.5	2.1	70.5	61.8	28.8
2/12/2019 7:55:40 AM	62.0	14.7	2.1	62.0	58.7	26.6
2/12/2019 7:55:46 AM	59.7	13.0	1.9	60.4	55.1	24.2
2/12/2019 7:55:52 AM	51.6	13.3	1.8	95.1	61.9	22.4
2/12/2019 7:55:58 AM	77.6	11.9	1.8	88.3	69.7	22.0
2/12/2019 7:56:04 AM	56.8	12.7	1.7	57.5	52.5	23.5
2/12/2019 7:56:10 AM	69.1	16.3	2.0	79.1	66.0	28.7
2/12/2019 7:56:16 AM	54.8	16.3	2.1	54.8	53.8	30.1
2/12/2019 7:56:22 AM	53.5	17.0	2.0	53.5	52.3	29.2
2/12/2019 7:56:28 AM	69.7	11.8	1.9	75.0	65.7	25.7
2/12/2019 7:56:34 AM	72.0	15.2	1.7	77.3	68.0	29.1
2/12/2019 7:56:40 AM	68.4	14.9	2.3	73.7	64.0	27.0
2/12/2019 7:56:46 AM	64.2	17.6	2.2	65.3	58.2	27.1
2/12/2019 7:56:52 AM	62.3	10.4	1.8	110.8	71.8	22.6
2/12/2019 7:56:58 AM	66.0	17.0	1.9	71.3	62.3	28.4
2/12/2019 7:57:04 AM	52.5	8.1	1.8	157.1	54.9	19.2
2/12/2019 7:57:10 AM	86.4	20.5	2.1	144.3	88.0	36.0
2/12/2019 7:57:16 AM	69.6	16.1	2.0	75.0	65.0	27.4
2/12/2019 7:57:22 AM	65.7	14.8	1.7	66.0	61.8	27.4
2/12/2019 7:57:28 AM	42.6	17.0	2.1	42.6	42.1	26.7
2/12/2019 7:57:34 AM	93.5	8.6	1.6	99.6	83.8	24.0
2/12/2019 7:57:40 AM	39.6	17.2	2.2	39.6	39.3	26.2
2/12/2019 7:57:46 AM	47.6	16.2	2.0	47.6	46.4	25.7
2/12/2019 7:57:52 AM	57.1	20.6	2.4	57.1	55.6	32.3
2/12/2019 7:57:58 AM	56.1	17.4	1.8	56.1	53.9	28.2
2/12/2019 7:58:04 AM	64.4	14.8	2.2	69.4	62.7	30.1
2/12/2019 7:58:10 AM	49.1	12.9	1.7	49.4	46.7	23.5
2/12/2019 7:58:16 AM	52.8	6.9	1.6	52.8	50.3	19.4
2/12/2019 7:58:22 AM	67.9	17.3	2.2	89.5	71.8	31.4
2/12/2019 7:58:28 AM	59.5	16.3	2.2	60.2	55.0	26.7
2/12/2019 7:58:34 AM	34.3	10.0	1.7	34.3	33.7	18.4
2/12/2019 7:58:40 AM	45.6	8.7	1.5	45.6	42.6	18.3
2/12/2019 7:58:46 AM	66.3	14.7	2.1	88.2	69.4	28.8
2/12/2019 7:58:52 AM	57.6	13.1	1.8	57.6	55.7	26.8
2/12/2019 7:58:58 AM	94.3	20.7	1.9	99.9	88.0	36.9
2/12/2019 7:59:04 AM	66.2	13.2	2.1	66.6	63.1	28.6
2/12/2019 7:59:10 AM	62.2	15.8	2.0	62.2	59.9	28.6
2/12/2019 7:59:16 AM	61.5	17.9	2.0	61.8	58.4	29.4
2/12/2019 7:59:22 AM	76.5	14.4	1.9	81.4	71.8	28.3
2/12/2019 7:59:28 AM	69.5	10.8	1.5	74.9	65.3	25.8
2/12/2019 7:59:34 AM	51.3	14.7	1.8	51.6	48.9	25.1
2/12/2019 7:59:40 AM	62.5	12.5	2.1	62.5	59.1	25.8
2/12/2019 7:59:46 AM	54.5	10.9	1.8	59.5	52.3	23.3
2/12/2019 7:59:52 AM	40.6	10.9	1.8	40.6	39.3	20.0
2/12/2019 7:59:58 AM	52.3	15.0	1.9	52.3	50.0	24.8
2/12/2019 8:00:04 AM	57.4	10.8	1.9	62.4	54.6	22.5
2/12/2019 8:00:10 AM	59.8	12.2	2.0	159.4	62.4	24.8
2/12/2019 8:00:16 AM	78.4	17.0	1.8	84.0	72.9	30.8
2/12/2019 8:00:22 AM	86.6	20.4	2.4	125.2	86.5	33.9
2/12/2019 8:00:28 AM	58.0	13.5	2.1	58.0	55.0	25.4
2/12/2019 8:00:34 AM	73.4	9.2	1.5	74.1	66.9	22.5
2/12/2019 8:00:40 AM	40.9	10.9	1.9	40.9	39.3	19.9
2/12/2019 8:00:46 AM	47.9	11.5	1.8	47.9	46.5	23.4
2/12/2019 8:00:52 AM	53.5	16.5	2.1	53.5	52.6	30.0
2/12/2019 8:00:58 AM	70.4	17.6	2.0	97.0	73.8	29.3
2/12/2019 8:01:04 AM	59.1	11.5	2.2	64.0	55.5	22.0
2/12/2019 8:01:10 AM	63.6	20.1	2.5	63.6	61.4	33.6
2/12/2019 8:01:16 AM	75.5	13.8	2.0	76.2	69.9	27.9
2/12/2019 8:01:22 AM	57.0	11.9	2.1	62.0	55.4	25.3
2/12/2019 8:01:28 AM	51.1	15.5	1.6	51.4	48.8	25.8
2/12/2019 8:01:34 AM	64.8	11.8	1.8	69.8	61.1	23.9
2/12/2019 8:01:40 AM	64.3	10.8	1.9	65.0	59.5	25.0
2/12/2019 8:01:46 AM	73.7	19.9	2.3	79.0	70.0	33.0
2/12/2019 8:01:52 AM	59.5	11.6	1.8	64.5	56.5	23.7
2/12/2019 8:01:58 AM	47.3	8.9	1.8	47.6	44.6	19.9
2/12/2019 8:02:04 AM	35.9	12.8	2.0	35.9	35.0	20.4
2/12/2019 8:02:10 AM	50.7	10.2	1.9	55.6	48.4	20.9
2/12/2019 8:02:16 AM	58.3	15.0	1.8	58.7	55.2	27.9
2/12/2019 8:02:22 AM	67.0	12.4	2.0	77.3	62.9	24.0
2/12/2019 8:02:28 AM	64.1	12.2	2.2	64.4	59.7	25.4
2/12/2019 8:02:34 AM	48.7	11.5	1.7	48.7	47.5	23.6
2/12/2019 8:02:40 AM	51.0	10.4	1.7	56.0	48.5	20.4
2/12/2019 8:02:46 AM	29.1	8.4	1.6	29.1	28.7	16.3
2/12/2019 8:02:52 AM	43.4	17.6	2.1	43.4	42.9	27.8
2/12/2019 8:02:58 AM	56.0	21.9	2.4	56.0	54.7	33.0
2/12/2019 8:03:04 AM	76.0	16.3	1.9	76.7	70.8	31.5
2/12/2019 8:03:10 AM	86.7	10.0	1.7	87.4	76.7	22.1
2/12/2019 8:03:16 AM	67.6	10.3	1.5	77.5	63.2	21.3
2/12/2019 8:03:22 AM	49.8	13.5	1.7	49.8	48.0	24.1
2/12/2019 8:03:28 AM	62.3	12.3	1.9	67.6	58.6	24.5
2/12/2019 8:03:34 AM	33.5	10.3	1.5	33.8	31.7	17.3
2/12/2019 8:03:40 AM	32.1	10.7	1.6	32.1	31.6	18.9
2/12/2019 8:03:46 AM	55.0	14.1	1.9	55.0	53.4	26.5
2/12/2019 8:03:52 AM	34.5	11.3	1.6	34.5	34.0	19.6
2/12/2019 8:03:58 AM	39.8	10.0	1.8	40.1	36.8	16.7
2/12/2019 8:04:04 AM	33.2	11.0	1.7	33.2	32.8	19.4
2/12/2019 8:04:10 AM	44.6	9.4	1.6	102.3	49.6	18.7
2/12/2019 8:04:16 AM	45.2	10.0	1.8	45.5	43.1	21.5
2/12/2019 8:04:22 AM	46.7	9.5	1.6	47.1	43.9	19.4
2/12/2019 8:04:28 AM	46.0	12.3	1.6	46.0	45.0	23.1
2/12/2019 8:04:34 AM	53.6	16.2	1.8	53.6	51.9	28.0
2/12/2019 8:04:40 AM	39.2	12.2	1.7	39.2	38.1	20.9
2/12/2019 8:04:46 AM	49.3	17.5	1.8	49.7	47.2	27.6
2/12/2019 8:04:52 AM	46.9	17.3	1.8	46.9	46.1	27.7
2/12/2019 8:04:58 AM	53.6	12.6	2.0	53.6	51.2	23.8
2/12/2019 8:05:04 AM	31.7	9.0	1.4	31.7	31.4	18.1
2/12/2019 8:05:10 AM	46.9	6.4	1.6	47.6	43.0	16.2
2/12/2019 8:05:16 AM	31.5	11.5	1.8	31.5	31.2	19.4
2/12/2019 8:05:22 AM	38.4	10.9	1.9	38.4	37.1	19.7
2/12/2019 8:05:28 AM	45.3	10.9	1.7	50.2	43.4	19.2
2/12/2019 8:05:34 AM	49.0	13.5	1.9	49.0	46.9	23.2
2/12/2019 8:05:40 AM	71.1	20.0	2.2	93.0	74.0	33.4
2/12/2019 8:05:46 AM	44.5	7.8	1.7	49.8	41.4	16.2
2/12/2019 8:05:52 AM	39.1	12.4	1.9	39.4	37.2	20.9
2/12/2019 8:05:58 AM	73.2	16.3	1.6	73.2	69.8	31.3
2/12/2019 8:06:04 AM	44.5	10.4	1.7	44.5	42.5	19.9
2/12/2019 8:06:10 AM	57.6	12.4	1.9	67.5	54.7	21.2
2/12/2019 8:06:16 AM	34.7	12.3	1.9	34.7	33.7	19.9
2/12/2019 8:06:22 AM	43.6	12.1	2.0	43.6	42.1	22.0
2/12/2019 8:06:28 AM	29.7	6.7	1.3	51.3	35.7	14.9
2/12/2019 8:06:34 AM	20.1	7.2	1.2	20.1	19.7	11.3
2/12/2019 8:06:40 AM	32.7	11.4	1.5	32.7	32.0	18.5
2/12/2019 8:06:46 AM	30.8	11.0	1.7	30.8	30.2	17.8
2/12/2019 8:06:52 AM	39.7	13.5	1.8	39.7	38.9	21.7
2/12/2019 8:06:58 AM	36.9	10.6	1.6	36.9	35.9	18.4
2/12/2019 8:07:04 AM	44.1	14.6	1.9	44.5	41.5	22.6
2/12/2019 8:07:10 AM	33.0	15.2	2.2	33.0	32.4	21.1
2/12/2019 8:07:16 AM	32.1	11.8	1.7	32.1	31.8	20.2
2/12/2019 8:07:22 AM	41.5	12.9	1.8	41.5	40.1	21.9
2/12/2019 8:07:28 AM	46.9	11.7	1.6	46.9	45.3	22.7
2/12/2019 8:07:34 AM	51.3	10.4	2.1	51.3	49.4	22.7
2/12/2019 8:07:40 AM	68.5	21.2	1.9	73.8	65.0	33.0
2/12/2019 8:07:46 AM	63.2	18.6	2.2	63.2	60.8	30.8
2/12/2019 8:07:52 AM	66.6	15.2	2.2	188.2	74.3	28.3
2/12/2019 8:07:58 AM	80.9	12.9	2.0	180.8	79.8	28.0
2/12/2019 8:08:04 AM	56.3	13.0	1.9	56.3	55.1	28.2
2/12/2019 8:08:10 AM	60.0	12.7	2.1	60.0	58.3	27.7
2/12/2019 8:08:16 AM	39.3	15.7	1.7	76.8	46.6	24.4
2/12/2019 8:08:22 AM	32.0	7.7	1.5	32.0	30.8	15.5
2/12/2019 8:08:28 AM	45.7	13.7	2.0	46.4	41.9	20.4
2/12/2019 8:08:34 AM	36.9	11.3	1.7	74.5	43.4	19.3
2/12/2019 8:08:40 AM	29.6	9.4	1.6	29.6	29.0	16.7
2/12/2019 8:08:46 AM	52.0	11.2	1.8	74.0	56.1	22.3
2/12/2019 8:08:52 AM	38.2	13.1	1.8	59.8	44.3	22.5
2/12/2019 8:08:58 AM	58.4	14.6	2.0	422.4	62.3	29.2
2/12/2019 8:09:04 AM	42.3	10.0	1.7	42.3	41.4	20.9
2/12/2019 8:09:10 AM	77.6	14.0	2.2	99.9	78.5	29.4
2/12/2019 8:09:16 AM	71.9	17.4	2.2	72.2	66.9	29.6
2/12/2019 8:09:22 AM	73.2	12.6	2.0	78.5	68.9	28.1
2/12/2019 8:09:28 AM	50.6	11.4	1.9	51.3	46.9	21.6
2/12/2019 8:09:34 AM	37.6	10.8	1.7	42.6	36.5	18.2
2/12/2019 8:09:40 AM	43.0	15.7	2.0	43.3	40.4	23.1
2/12/2019 8:09:46 AM	58.3	11.1	2.0	58.7	54.3	24.0
2/12/2019 8:09:52 AM	53.6	9.5	1.9	58.6	51.3	20.8
2/12/2019 8:09:58 AM	44.6	9.7	1.7	44.6	43.0	20.5
2/12/2019 8:10:04 AM	54.5	10.9	2.0	54.8	51.2	22.5
2/12/2019 8:10:10 AM	50.5	17.8	2.2	51.2	46.7	24.9
2/12/2019 8:10:16 AM	68.8	14.7	1.9	69.2	65.0	29.2
2/12/2019 8:10:22 AM	43.3	17.8	2.0	48.3	41.9	23.9
2/12/2019 8:10:28 AM	36.0	13.7	2.0	36.0	35.0	21.6
2/12/2019 8:10:34 AM	42.9	7.5	1.7	42.9	41.3	19.1
2/12/2019 8:10:40 AM	35.4	9.3	1.8	73.0	42.5	19.0
2/12/2019 8:10:46 AM	45.2	13.2	1.9	45.6	43.1	22.7
2/12/2019 8:10:52 AM	29.8	6.1	1.4	29.8	29.4	15.3
2/12/2019 8:10:58 AM	57.3	14.9	2.1	58.0	52.3	24.5
2/12/2019 8:11:04 AM	33.0	14.0	1.7	33.0	32.5	20.8
2/12/2019 8:11:10 AM	37.1	11.4	1.7	58.7	42.0	17.6
2/12/2019 8:11:16 AM	41.7	13.7	2.0	41.7	40.9	23.0
2/12/2019 8:11:22 AM	42.9	11.4	1.5	47.9	41.6	20.5
2/12/2019 8:11:28 AM	45.1	13.3	2.0	45.4	42.9	23.1
2/12/2019 8:11:34 AM	71.6	13.2	1.7	72.2	65.4	25.1
2/12/2019 8:11:40 AM	65.0	10.8	1.7	65.3	61.9	26.7
2/12/2019 8:11:46 AM	43.2	14.1	2.1	43.2	41.8	23.7
2/12/2019 8:11:52 AM	33.6	14.6	1.7	33.6	33.1	22.1
2/12/2019 8:11:58 AM	43.8	15.0	1.9	43.8	42.6	24.4
2/12/2019 8:12:04 AM	62.4	12.3	1.7	62.4	59.0	23.7
2/12/2019 8:12:10 AM	43.6	14.7	1.9	43.6	42.9	25.2
2/12/2019 8:12:16 AM	30.2	10.9	1.8	30.2	29.8	18.1
2/12/2019 8:12:22 AM	36.7	13.5	1.4	36.7	35.5	20.1
2/12/2019 8:12:28 AM	43.0	12.9	1.6	43.0	41.6	21.6
2/12/2019 8:12:34 AM	54.7	14.9	2.0	59.6	53.0	26.7
2/12/2019 8:12:40 AM	49.4	14.5	1.9	87.0	55.3	25.0
2/12/2019 8:12:46 AM	54.5	14.6	1.7	54.5	52.3	26.2
2/12/2019 8:12:52 AM	59.5	13.0	2.1	64.9	55.0	23.0
2/12/2019 8:12:58 AM	35.5	13.2	1.9	35.5	35.2	22.1
2/12/2019 8:13:04 AM	41.8	11.7	1.7	46.8	40.5	19.8
2/12/2019 8:13:10 AM	41.4	16.7	2.2	41.4	40.7	25.3
2/12/2019 8:13:16 AM	48.2	17.9	2.2	53.2	47.0	26.8
2/12/2019 8:13:22 AM	36.9	13.0	2.0	36.9	36.4	21.5
2/12/2019 8:13:28 AM	56.1	11.8	2.0	61.1	53.7	23.7
2/12/2019 8:13:34 AM	53.6	12.6	2.2	75.5	57.7	24.6
2/12/2019 8:13:40 AM	55.1	15.8	2.0	55.1	54.0	28.8
2/12/2019 8:13:46 AM	36.4	17.2	2.4	36.4	35.9	24.1
2/12/2019 8:13:52 AM	69.5	11.9	1.9	79.5	65.8	25.0
2/12/2019 8:13:58 AM	61.6	12.7	1.8	124.3	64.4	23.1
2/12/2019 8:14:04 AM	52.1	12.3	2.0	52.1	49.4	22.9
2/12/2019 8:14:10 AM	26.4	13.2	1.7	26.4	26.2	18.4
2/12/2019 8:14:16 AM	33.6	10.8	1.7	33.6	33.3	19.9
2/12/2019 8:14:22 AM	86.4	12.3	1.9	86.8	80.0	29.4
2/12/2019 8:14:28 AM	51.2	6.7	1.5	51.2	49.0	19.6
2/12/2019 8:14:34 AM	39.5	8.9	1.8	77.0	45.5	18.1
2/12/2019 8:14:40 AM	33.4	14.4	1.9	33.4	32.7	20.9
2/12/2019 8:14:46 AM	49.0	13.8	1.6	49.0	47.4	24.5
2/12/2019 8:14:52 AM	41.4	15.9	2.2	41.4	40.8	25.6
2/12/2019 8:14:58 AM	52.0	12.8	2.0	57.0	49.5	22.3
2/12/2019 8:15:04 AM	47.1	11.2	1.6	47.5	44.9	22.4
2/12/2019 8:15:10 AM	32.2	8.7	2.1	32.2	30.9	16.1
2/12/2019 8:15:16 AM	47.5	12.3	2.0	47.8	44.8	21.5
2/12/2019 8:15:22 AM	37.1	12.3	1.6	37.1	36.0	20.6
2/12/2019 8:15:28 AM	38.7	15.8	1.7	38.7	37.4	23.0
2/12/2019 8:15:34 AM	37.4	8.6	1.7	37.4	36.1	17.6
2/12/2019 8:15:40 AM	37.6	12.8	2.2	37.6	36.9	21.5
2/12/2019 8:15:46 AM	65.5	16.5	2.1	75.5	62.3	27.7
2/12/2019 8:15:52 AM	38.4	12.6	1.9	38.4	37.8	21.3
2/12/2019 8:15:58 AM	51.0	15.4	2.2	51.0	49.9	27.2
2/12/2019 8:16:04 AM	66.3	15.4	1.9	67.0	61.5	28.5
2/12/2019 8:16:10 AM	48.7	10.9	1.6	49.1	46.2	21.9
2/12/2019 8:16:16 AM	47.9	14.3	2.0	85.4	53.9	24.6
2/12/2019 8:16:22 AM	36.8	11.5	2.0	37.2	34.8	18.6
2/12/2019 8:16:28 AM	44.3	15.7	1.9	44.7	42.3	24.3
2/12/2019 8:16:34 AM	41.7	14.2	1.8	41.7	40.2	22.3
2/12/2019 8:16:40 AM	33.9	16.0	1.9	33.9	33.3	21.6
2/12/2019 8:16:46 AM	49.0	12.8	1.8	49.3	46.7	23.4
2/12/2019 8:16:52 AM	33.2	12.6	1.7	33.2	32.6	20.1
2/12/2019 8:16:58 AM	52.5	9.1	1.6	52.5	50.8	22.3
2/12/2019 8:17:04 AM	38.6	13.8	1.9	38.6	38.2	23.9
2/12/2019 8:17:10 AM	33.5	13.2	1.8	33.5	33.2	21.6
2/12/2019 8:17:16 AM	45.6	13.3	1.8	45.9	42.5	21.2
2/12/2019 8:17:22 AM	42.3	13.9	1.7	42.3	41.4	23.4
2/12/2019 8:17:28 AM	35.8	9.0	1.6	35.8	35.1	18.2
2/12/2019 8:17:34 AM	39.6	9.3	1.6	39.6	38.1	18.4
2/12/2019 8:17:40 AM	50.0	11.4	1.9	50.0	47.6	21.5
2/12/2019 8:17:46 AM	44.5	16.9	1.5	44.5	43.7	26.4
2/12/2019 8:17:52 AM	41.3	13.9	1.8	41.3	40.5	22.6
2/12/2019 8:17:58 AM	58.2	18.4	2.2	58.2	56.1	30.4
2/12/2019 8:18:04 AM	67.2	14.2	2.1	72.2	63.4	26.0
2/12/2019 8:18:10 AM	55.5	14.8	2.0	55.8	52.4	25.0
2/12/2019 8:18:16 AM	45.9	16.2	1.8	46.3	43.8	25.3
2/12/2019 8:18:22 AM	37.5	11.6	1.9	59.1	43.2	19.6
2/12/2019 8:18:28 AM	40.6	10.3	1.6	45.6	38.4	16.8
2/12/2019 8:18:34 AM	37.3	12.9	1.6	37.3	36.3	20.7
2/12/2019 8:18:40 AM	49.5	15.5	1.7	49.5	48.4	26.9
2/12/2019 8:18:46 AM	34.8	12.4	1.7	35.1	33.0	19.0
2/12/2019 8:18:52 AM	35.6	15.1	1.8	35.6	35.2	22.8
2/12/2019 8:18:58 AM	33.1	17.6	2.1	33.1	32.9	23.8
2/12/2019 8:19:04 AM	21.7	9.5	1.6	21.7	21.6	14.7
2/12/2019 8:19:10 AM	33.9	12.2	1.7	33.9	33.3	20.2
