Title: autostart_1
Comment: 

Start at: 4/8/2019 - 8:00:36 PM
Duration: 25:02:20
Moving Average: 120 s
Mean PM tot.: NaN
Operator: User

Limits: 
no limits set

Comments: 
no comments available

Notifications: 
no notifications recorded

timestamp	PM 1	PM 2.5	PM 4	PM 10	PM tot.	dCn	Latitude	Longitude	timestamp	temperature [°C]	rel. humidity [%]	ambient pressure [hPa]
4/9/2019 - 9:45:07 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:52:52 AM	33.64	20.94	988.89
4/9/2019 - 9:45:17 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:52:57 AM	33.65	20.92	988.77
4/9/2019 - 9:45:27 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:53:02 AM	33.65	20.92	988.77
4/9/2019 - 9:45:37 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:53:07 AM	33.66	20.91	988.64
4/9/2019 - 9:45:47 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:53:12 AM	33.67	20.91	988.77
4/9/2019 - 9:45:57 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:53:17 AM	33.67	20.91	988.77
4/9/2019 - 9:46:07 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:53:22 AM	33.65	20.90	988.89
4/9/2019 - 9:46:17 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:53:27 AM	33.65	20.90	988.64
4/9/2019 - 9:46:27 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:53:32 AM	33.65	20.89	988.77
4/9/2019 - 9:46:37 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:53:36 AM	33.65	20.89	988.77
4/9/2019 - 9:46:47 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:53:42 AM	33.67	20.83	988.89
4/9/2019 - 9:46:57 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:53:46 AM	33.67	20.83	988.89
4/9/2019 - 9:47:07 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:53:52 AM	33.64	20.86	700.00
4/9/2019 - 9:47:17 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:53:56 AM	33.62	20.67	988.77
4/9/2019 - 9:47:27 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:54:01 AM	33.59	20.70	988.89
4/9/2019 - 9:47:37 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:54:06 AM	33.62	20.64	988.64
4/9/2019 - 9:47:47 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:54:11 AM	33.63	20.64	988.77
4/9/2019 - 9:47:57 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:54:16 AM	33.61	20.71	988.77
4/9/2019 - 9:48:07 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:54:21 AM	33.61	20.71	988.64
4/9/2019 - 9:48:17 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:54:26 AM	33.61	20.76	988.89
4/9/2019 - 9:48:26 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:54:31 AM	33.61	20.76	988.77
4/9/2019 - 9:48:36 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:54:36 AM	33.60	20.85	988.77
4/9/2019 - 9:48:46 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:54:41 AM	33.60	20.85	988.77
4/9/2019 - 9:48:56 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:54:46 AM	33.61	20.84	988.77
4/9/2019 - 9:49:06 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:54:51 AM	33.62	20.90	988.89
4/9/2019 - 9:49:16 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:54:56 AM	33.61	20.91	988.77
4/9/2019 - 9:49:26 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:55:01 AM	33.62	20.97	988.77
4/9/2019 - 9:49:36 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:55:06 AM	33.62	20.96	988.77
4/9/2019 - 9:49:46 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:55:11 AM	33.62	20.96	988.77
4/9/2019 - 9:49:56 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:55:16 AM	-273.15	11.89	988.77
4/9/2019 - 9:50:06 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:55:21 AM	-273.15	11.89	988.77
4/9/2019 - 9:50:16 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:55:27 AM	-273.15	11.89	988.77
4/9/2019 - 9:50:26 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:55:32 AM	-273.15	11.89	988.77
4/9/2019 - 9:50:37 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:55:37 AM	-273.15	11.89	988.77
4/9/2019 - 9:50:47 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:55:42 AM	-273.15	11.89	988.77
4/9/2019 - 9:50:57 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:55:47 AM	-273.15	11.89	988.77
4/9/2019 - 9:51:07 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:55:52 AM	-273.15	11.89	988.77
4/9/2019 - 9:51:17 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:55:57 AM	-273.15	11.89	988.77
4/9/2019 - 9:51:27 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:56:02 AM	33.85	11.97	989.01
4/9/2019 - 9:51:37 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:56:07 AM	33.88	11.97	989.01
4/9/2019 - 9:51:47 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:56:12 AM	33.81	11.97	989.01
4/9/2019 - 9:51:57 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:56:17 AM	33.76	11.81	989.01
4/9/2019 - 9:52:07 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:56:22 AM	33.76	11.81	989.13
4/9/2019 - 9:52:17 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:56:27 AM	33.76	11.75	989.01
4/9/2019 - 9:52:27 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:56:32 AM	33.76	11.75	989.13
4/9/2019 - 9:52:37 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:56:37 AM	33.76	11.81	989.01
4/9/2019 - 9:52:47 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:56:42 AM	33.76	11.81	989.01
4/9/2019 - 9:52:57 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:56:47 AM	33.76	11.81	989.01
4/9/2019 - 9:53:07 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:56:52 AM	33.76	11.76	989.01
4/9/2019 - 9:53:17 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:56:57 AM	33.76	11.76	989.01
4/9/2019 - 9:53:27 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:57:02 AM	-273.15	11.83	989.01
4/9/2019 - 9:53:37 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:57:07 AM	33.76	11.83	989.01
4/9/2019 - 9:53:47 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:57:12 AM	33.76	11.83	989.13
4/9/2019 - 9:53:57 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:57:17 AM	33.76	11.83	989.01
4/9/2019 - 9:54:07 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:57:22 AM	33.71	20.78	989.01
4/9/2019 - 9:54:17 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:57:27 AM	33.76	20.77	989.13
4/9/2019 - 9:54:27 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:57:32 AM	33.76	20.77	989.01
4/9/2019 - 9:54:36 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:57:37 AM	33.76	20.86	989.13
4/9/2019 - 9:54:46 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:57:42 AM	-273.15	11.89	989.01
4/9/2019 - 9:54:56 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:57:47 AM	33.76	20.86	989.13
4/9/2019 - 9:55:06 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:57:52 AM	33.76	20.80	989.01
4/9/2019 - 9:55:16 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:57:57 AM	33.76	20.80	989.13
4/9/2019 - 9:55:26 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:58:02 AM	33.76	20.70	989.13
4/9/2019 - 9:55:36 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:58:07 AM	33.76	20.70	989.01
4/9/2019 - 9:55:46 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:58:12 AM	33.76	20.69	989.13
4/9/2019 - 9:55:56 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:58:17 AM	33.76	20.69	989.01
4/9/2019 - 9:56:06 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:58:22 AM	33.76	20.69	989.01
4/9/2019 - 9:56:16 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:58:27 AM	33.76	20.72	989.01
4/9/2019 - 9:56:26 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:58:32 AM	33.76	20.72	989.01
4/9/2019 - 9:56:36 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:58:37 AM	33.76	20.69	989.13
4/9/2019 - 9:56:46 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:58:42 AM	33.76	20.69	989.01
4/9/2019 - 9:56:57 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:58:47 AM	-273.15	11.81	989.13
4/9/2019 - 9:57:07 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:58:52 AM	-273.15	11.81	989.13
4/9/2019 - 9:57:17 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:58:57 AM	-273.15	11.81	989.13
4/9/2019 - 9:57:27 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:59:02 AM	-273.15	11.81	989.13
4/9/2019 - 9:57:37 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:59:07 AM	-273.15	11.81	989.13
4/9/2019 - 9:57:47 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:59:11 AM	-273.15	11.81	989.13
4/9/2019 - 9:57:57 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:59:16 AM	-273.15	11.81	989.13
4/9/2019 - 9:58:07 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:59:21 AM	-273.15	11.81	989.13
4/9/2019 - 9:58:17 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:59:26 AM	-273.15	11.81	989.13
4/9/2019 - 9:58:27 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:59:31 AM	-273.15	11.81	989.13
4/9/2019 - 9:58:37 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:59:36 AM	-273.15	11.81	989.13
4/9/2019 - 9:58:47 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:59:41 AM	33.76	11.89	700.00
4/9/2019 - 9:58:57 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:59:46 AM	33.76	11.92	989.13
4/9/2019 - 9:59:07 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:59:51 AM	33.76	11.92	989.13
4/9/2019 - 9:59:17 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 2:59:56 AM	33.69	11.92	989.13
4/9/2019 - 9:59:27 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:00:01 AM	33.69	11.92	989.13
4/9/2019 - 9:59:37 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:00:06 AM	33.69	11.92	989.13
4/9/2019 - 9:59:47 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:00:11 AM	33.67	11.84	989.13
4/9/2019 - 9:59:57 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:00:16 AM	33.67	11.84	989.13
4/9/2019 - 10:00:07 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:00:21 AM	33.69	11.81	989.01
4/9/2019 - 10:00:17 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:00:26 AM	33.69	11.81	989.13
4/9/2019 - 10:00:26 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:00:31 AM	33.69	11.81	989.13
4/9/2019 - 10:00:36 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:00:36 AM	33.69	11.79	989.01
4/9/2019 - 10:00:46 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:00:41 AM	33.69	11.79	989.13
4/9/2019 - 10:00:56 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:00:46 AM	33.69	11.83	989.13
4/9/2019 - 10:01:06 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:00:52 AM	33.74	20.77	989.13
4/9/2019 - 10:01:16 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:00:56 AM	33.70	20.61	989.13
4/9/2019 - 10:01:26 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:01:02 AM	33.69	20.62	989.13
4/9/2019 - 10:01:36 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:01:07 AM	33.69	20.63	989.13
4/9/2019 - 10:01:46 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:01:12 AM	33.69	20.63	989.13
4/9/2019 - 10:01:56 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:01:17 AM	33.69	20.67	989.01
4/9/2019 - 10:02:06 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:01:22 AM	33.69	20.67	989.13
4/9/2019 - 10:02:16 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:01:27 AM	33.69	20.62	989.01
4/9/2019 - 10:02:27 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:01:32 AM	33.69	20.62	989.13
4/9/2019 - 10:02:37 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:01:37 AM	33.69	20.62	989.01
4/9/2019 - 10:02:47 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:01:42 AM	33.69	20.67	989.13
4/9/2019 - 10:02:57 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:01:47 AM	33.69	20.67	989.13
4/9/2019 - 10:03:07 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:01:52 AM	33.69	20.62	700.00
4/9/2019 - 10:03:17 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:01:57 AM	33.97	20.33	989.13
4/9/2019 - 10:03:27 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:02:02 AM	34.15	20.17	989.25
4/9/2019 - 10:03:37 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:02:07 AM	34.15	20.17	989.13
4/9/2019 - 10:03:47 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:02:12 AM	34.15	20.15	989.01
4/9/2019 - 10:03:57 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:02:17 AM	34.15	20.15	989.13
4/9/2019 - 10:04:07 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:02:22 AM	34.15	20.10	989.01
4/9/2019 - 10:04:17 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:02:27 AM	34.15	20.10	989.13
4/9/2019 - 10:04:27 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:02:32 AM	34.15	20.10	989.13
4/9/2019 - 10:04:37 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:02:37 AM	34.15	20.10	989.13
4/9/2019 - 10:04:47 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:02:42 AM	34.15	20.10	989.13
4/9/2019 - 10:04:57 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:02:47 AM	34.15	20.15	989.13
4/9/2019 - 10:05:07 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:02:52 AM	34.15	20.15	989.01
4/9/2019 - 10:05:17 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:02:57 AM	34.01	20.29	989.01
4/9/2019 - 10:05:27 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:03:02 AM	33.92	20.38	989.13
4/9/2019 - 10:05:37 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:03:07 AM	33.92	20.35	989.13
4/9/2019 - 10:05:47 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:03:12 AM	33.92	20.35	989.01
4/9/2019 - 10:05:56 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:03:17 AM	33.92	20.47	989.01
4/9/2019 - 10:06:06 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:03:22 AM	33.92	20.47	989.01
4/9/2019 - 10:06:16 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:03:27 AM	33.92	20.47	989.01
4/9/2019 - 10:06:26 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:03:32 AM	33.92	20.46	989.13
4/9/2019 - 10:06:36 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:03:37 AM	33.92	20.46	989.13
4/9/2019 - 10:06:46 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:03:42 AM	33.92	20.41	989.13
4/9/2019 - 10:06:56 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:03:47 AM	33.92	20.41	989.13
4/9/2019 - 10:07:06 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:03:52 AM	33.92	20.58	989.13
4/9/2019 - 10:07:16 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:03:57 AM	33.79	20.72	989.01
4/9/2019 - 10:07:26 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:04:02 AM	33.70	20.82	989.13
4/9/2019 - 10:07:36 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:04:07 AM	33.70	20.72	989.01
4/9/2019 - 10:07:46 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:04:12 AM	33.70	20.72	989.01
4/9/2019 - 10:07:56 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:04:17 AM	33.70	20.70	989.13
4/9/2019 - 10:08:07 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:04:22 AM	33.70	20.70	989.01
4/9/2019 - 10:08:17 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:04:27 AM	33.70	20.70	989.13
4/9/2019 - 10:08:27 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:04:32 AM	33.70	20.70	989.13
4/9/2019 - 10:08:37 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:04:36 AM	33.70	20.70	989.13
4/9/2019 - 10:08:47 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:04:42 AM	33.70	20.70	989.01
4/9/2019 - 10:08:57 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:04:46 AM	33.70	20.70	989.13
4/9/2019 - 10:09:07 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:04:52 AM	33.70	20.72	989.01
4/9/2019 - 10:09:17 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:04:56 AM	33.69	20.73	989.01
4/9/2019 - 10:09:27 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:05:01 AM	33.68	20.70	989.13
4/9/2019 - 10:09:37 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:05:06 AM	33.69	20.69	989.01
4/9/2019 - 10:09:47 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:05:11 AM	33.70	20.73	989.13
4/9/2019 - 10:09:57 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:05:16 AM	33.70	20.73	989.01
4/9/2019 - 10:10:07 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:05:21 AM	33.68	20.77	989.13
4/9/2019 - 10:10:17 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:05:26 AM	33.67	20.78	989.01
4/9/2019 - 10:10:27 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:05:31 AM	33.67	20.74	989.01
4/9/2019 - 10:10:37 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:05:36 AM	33.65	20.76	989.13
4/9/2019 - 10:10:47 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:05:41 AM	33.64	20.74	989.01
4/9/2019 - 10:10:57 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:05:46 AM	33.64	20.74	989.01
4/9/2019 - 10:11:07 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:05:51 AM	-273.15	11.86	989.13
4/9/2019 - 10:11:16 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:05:56 AM	-273.15	11.86	989.13
4/9/2019 - 10:11:26 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:06:01 AM	-273.15	11.86	989.13
4/9/2019 - 10:11:36 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:06:06 AM	-273.15	11.86	989.13
4/9/2019 - 10:11:46 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:06:11 AM	-273.15	11.86	989.13
4/9/2019 - 10:11:56 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:06:16 AM	-273.15	11.86	989.13
4/9/2019 - 10:12:06 AM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/9/2019 - 3:06:21 AM	-273.15	11.86	989.13
