Title: autostart_1
Comment: 

Start at: 4/8/2019 - 8:00:36 PM
Duration: 25:02:20
Moving Average: 120 s
Mean PM tot.: NaN
Operator: User

Limits: 
no limits set

Comments: 
no comments available

Notifications: 
no notifications recorded

timestamp	PM 1	PM 2.5	PM 4	PM 10	PM tot.	dCn	Latitude	Longitude	timestamp	temperature [°C]	rel. humidity [%]	ambient pressure [hPa]
4/8/2019 - 9:30:57 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:45:47 PM	34.41	26.05	987.79
4/8/2019 - 9:31:07 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:45:52 PM	34.43	26.08	987.79
4/8/2019 - 9:31:17 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:45:57 PM	34.43	26.08	987.67
4/8/2019 - 9:31:27 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:46:02 PM	34.41	26.11	987.67
4/8/2019 - 9:31:37 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:46:07 PM	34.41	26.11	987.55
4/8/2019 - 9:31:47 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:46:12 PM	34.44	26.15	987.42
4/8/2019 - 9:31:57 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:46:17 PM	34.43	26.17	987.42
4/8/2019 - 9:32:07 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:46:22 PM	34.43	26.17	987.42
4/8/2019 - 9:32:17 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:46:27 PM	34.43	26.29	987.67
4/8/2019 - 9:32:27 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:46:32 PM	34.40	26.37	987.55
4/8/2019 - 9:32:37 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:46:37 PM	34.37	26.41	987.55
4/8/2019 - 9:32:47 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:46:42 PM	34.36	26.43	987.55
4/8/2019 - 9:32:57 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:46:46 PM	-273.15	15.98	987.55
4/8/2019 - 9:33:07 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:46:51 PM	34.40	26.40	987.67
4/8/2019 - 9:33:17 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:46:56 PM	34.41	26.49	987.55
4/8/2019 - 9:33:27 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:47:01 PM	34.40	26.50	987.55
4/8/2019 - 9:33:37 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:47:06 PM	34.41	26.49	987.79
4/8/2019 - 9:33:46 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:47:11 PM	34.44	26.88	987.67
4/8/2019 - 9:33:56 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:47:16 PM	34.48	26.83	987.67
4/8/2019 - 9:34:06 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:47:21 PM	34.48	26.95	987.67
4/8/2019 - 9:34:16 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:47:26 PM	34.48	26.95	987.67
4/8/2019 - 9:34:26 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:47:31 PM	34.46	26.71	987.55
4/8/2019 - 9:34:36 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:47:36 PM	34.45	26.72	987.67
4/8/2019 - 9:34:46 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:47:41 PM	34.44	26.74	987.55
4/8/2019 - 9:34:56 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:47:46 PM	34.45	26.72	987.55
4/8/2019 - 9:35:06 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:47:51 PM	34.49	26.56	987.55
4/8/2019 - 9:35:16 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:47:56 PM	34.50	26.56	987.55
4/8/2019 - 9:35:26 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:48:01 PM	34.48	26.38	987.55
4/8/2019 - 9:35:36 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:48:06 PM	34.48	26.38	987.55
4/8/2019 - 9:35:46 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:48:11 PM	34.49	26.37	987.55
4/8/2019 - 9:35:56 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:48:16 PM	34.55	26.28	987.55
4/8/2019 - 9:36:06 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:48:21 PM	34.55	26.28	987.55
4/8/2019 - 9:36:17 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:48:26 PM	34.55	25.93	987.55
4/8/2019 - 9:36:27 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:48:31 PM	34.55	25.93	987.55
4/8/2019 - 9:36:37 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:48:36 PM	34.55	25.93	987.55
4/8/2019 - 9:36:47 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:48:41 PM	34.54	25.95	987.55
4/8/2019 - 9:36:57 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:48:46 PM	34.51	25.90	700.00
4/8/2019 - 9:37:07 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:48:51 PM	34.52	25.99	987.67
4/8/2019 - 9:37:17 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:48:56 PM	34.57	25.92	987.55
4/8/2019 - 9:37:27 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:49:02 PM	34.61	25.87	987.55
4/8/2019 - 9:37:37 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:49:06 PM	34.57	25.92	987.67
4/8/2019 - 9:37:47 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:49:11 PM	34.55	25.95	987.55
4/8/2019 - 9:37:57 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:49:17 PM	34.50	25.81	987.67
4/8/2019 - 9:38:07 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:49:22 PM	34.52	25.79	987.79
4/8/2019 - 9:38:17 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:49:27 PM	34.53	25.78	987.67
4/8/2019 - 9:38:27 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:49:32 PM	-273.15	15.47	987.67
4/8/2019 - 9:38:37 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:49:37 PM	34.52	25.58	700.00
4/8/2019 - 9:38:47 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:49:42 PM	34.54	25.16	987.55
4/8/2019 - 9:38:57 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:49:47 PM	34.56	25.13	987.67
4/8/2019 - 9:39:07 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:49:52 PM	34.57	25.12	987.67
4/8/2019 - 9:39:17 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:49:57 PM	34.57	24.86	987.67
4/8/2019 - 9:39:26 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:50:02 PM	34.58	24.85	987.67
4/8/2019 - 9:39:36 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:50:07 PM	34.60	24.90	987.67
4/8/2019 - 9:39:46 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:50:12 PM	34.64	24.85	987.67
4/8/2019 - 9:39:56 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:50:17 PM	34.63	25.05	987.79
4/8/2019 - 9:40:06 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:50:22 PM	34.60	25.09	987.67
4/8/2019 - 9:40:16 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:50:27 PM	34.59	25.11	987.79
4/8/2019 - 9:40:26 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:50:32 PM	34.59	25.11	700.00
4/8/2019 - 9:40:36 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:50:37 PM	34.57	25.00	987.67
4/8/2019 - 9:40:46 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:50:42 PM	34.57	24.99	987.67
4/8/2019 - 9:40:56 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:50:47 PM	34.59	24.97	987.79
4/8/2019 - 9:41:06 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:50:52 PM	34.61	25.28	987.79
4/8/2019 - 9:41:16 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:50:57 PM	34.61	25.34	987.67
4/8/2019 - 9:41:26 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:51:02 PM	34.60	25.35	987.67
4/8/2019 - 9:41:37 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:51:07 PM	34.63	25.51	987.67
4/8/2019 - 9:41:47 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:51:12 PM	34.63	25.50	987.67
4/8/2019 - 9:41:57 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:51:17 PM	34.62	25.54	987.67
4/8/2019 - 9:42:07 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:51:22 PM	34.62	25.53	987.55
4/8/2019 - 9:42:17 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:51:27 PM	34.63	25.51	987.67
4/8/2019 - 9:42:27 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:51:32 PM	34.60	25.31	987.55
4/8/2019 - 9:42:37 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:51:37 PM	34.57	25.36	987.55
4/8/2019 - 9:42:47 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:51:42 PM	34.55	25.55	987.55
4/8/2019 - 9:42:57 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:51:47 PM	34.54	25.56	987.55
4/8/2019 - 9:43:07 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:51:52 PM	34.58	25.71	987.55
4/8/2019 - 9:43:17 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:51:57 PM	34.61	25.66	987.55
4/8/2019 - 9:43:27 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:52:02 PM	34.58	25.81	987.55
4/8/2019 - 9:43:37 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:52:07 PM	34.57	25.83	987.55
4/8/2019 - 9:43:47 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:52:12 PM	34.57	25.62	987.55
4/8/2019 - 9:43:57 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:52:17 PM	34.59	25.59	987.55
4/8/2019 - 9:44:07 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:52:22 PM	34.63	25.61	987.55
4/8/2019 - 9:44:17 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:52:27 PM	34.66	25.56	700.00
4/8/2019 - 9:44:27 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:52:32 PM	34.69	25.47	987.67
4/8/2019 - 9:44:37 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:52:37 PM	34.71	25.45	987.55
4/8/2019 - 9:44:47 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:52:42 PM	34.69	25.05	987.55
4/8/2019 - 9:44:57 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:52:46 PM	34.66	25.08	987.55
4/8/2019 - 9:45:07 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:52:52 PM	34.63	25.07	987.55
4/8/2019 - 9:45:16 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:52:56 PM	34.65	25.05	987.55
4/8/2019 - 9:45:26 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:53:01 PM	-273.15	15.30	987.55
4/8/2019 - 9:45:36 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:53:06 PM	34.66	25.29	987.55
4/8/2019 - 9:45:46 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:53:11 PM	34.66	25.77	987.67
4/8/2019 - 9:45:56 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:53:16 PM	34.62	25.82	700.00
4/8/2019 - 9:46:06 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:53:21 PM	34.62	25.82	987.55
4/8/2019 - 9:46:16 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:53:26 PM	34.67	26.09	987.55
4/8/2019 - 9:46:26 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:53:31 PM	34.70	26.24	987.55
4/8/2019 - 9:46:36 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:53:36 PM	34.70	26.24	987.67
4/8/2019 - 9:46:46 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:53:41 PM	34.72	26.22	987.67
4/8/2019 - 9:46:56 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:53:46 PM	34.72	26.69	987.67
4/8/2019 - 9:47:06 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:53:51 PM	34.69	26.73	987.67
4/8/2019 - 9:47:17 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:53:56 PM	34.66	26.94	987.55
4/8/2019 - 9:47:27 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:54:01 PM	34.65	26.96	987.42
4/8/2019 - 9:47:37 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:54:06 PM	34.65	26.28	987.55
4/8/2019 - 9:47:47 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:54:11 PM	34.65	26.28	987.67
4/8/2019 - 9:47:57 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:54:16 PM	34.62	25.97	987.55
4/8/2019 - 9:48:07 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:54:21 PM	34.58	26.03	987.55
4/8/2019 - 9:48:17 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:54:26 PM	34.60	25.77	987.42
4/8/2019 - 9:48:27 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:54:31 PM	34.61	25.75	987.55
4/8/2019 - 9:48:37 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:54:36 PM	34.59	25.85	987.42
4/8/2019 - 9:48:47 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:54:41 PM	34.59	25.85	987.42
4/8/2019 - 9:48:57 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:54:46 PM	-273.15	15.56	987.42
4/8/2019 - 9:49:07 PM	NaN	NaN	NaN	NaN	NaN	Inf	-1.000000	-1.000000	4/8/2019 - 8:54:51 PM	34.66	25.84	987.55
4/8/2019 - 9:49:17 PM	5.64	6.62	8.03	11.86	17.95	195.45	-1.000000	-1.000000	4/8/2019 - 8:54:56 PM	34.68	25.82	987.42
4/8/2019 - 9:49:27 PM	5.64	6.65	8.03	12.29	18.64	195.14	-1.000000	-1.000000	4/8/2019 - 8:55:02 PM	34.68	26.00	987.55
4/8/2019 - 9:49:37 PM	5.61	6.61	7.98	12.25	18.59	194.43	-1.000000	-1.000000	4/8/2019 - 8:55:07 PM	34.67	26.01	987.42
4/8/2019 - 9:49:47 PM	5.59	6.58	7.95	12.22	18.56	193.78	-1.000000	-1.000000	4/8/2019 - 8:55:12 PM	34.65	26.20	987.55
4/8/2019 - 9:49:57 PM	5.58	6.60	8.02	12.29	18.64	193.22	-1.000000	-1.000000	4/8/2019 - 8:55:17 PM	34.65	26.21	987.42
4/8/2019 - 9:50:07 PM	5.57	6.59	8.00	12.27	18.62	192.77	-1.000000	-1.000000	4/8/2019 - 8:55:22 PM	34.65	26.21	987.42
4/8/2019 - 9:50:17 PM	5.56	6.57	7.99	12.26	18.62	192.35	-1.000000	-1.000000	4/8/2019 - 8:55:27 PM	34.65	26.09	987.42
4/8/2019 - 9:50:27 PM	5.57	6.58	8.00	12.28	18.63	192.49	-1.000000	-1.000000	4/8/2019 - 8:55:32 PM	34.65	26.08	987.42
4/8/2019 - 9:50:36 PM	5.58	6.54	7.84	12.07	18.39	192.82	-1.000000	-1.000000	4/8/2019 - 8:55:37 PM	34.65	26.33	987.55
4/8/2019 - 9:50:46 PM	5.57	6.54	7.84	12.07	18.39	192.69	-1.000000	-1.000000	4/8/2019 - 8:55:42 PM	34.64	26.35	987.55
4/8/2019 - 9:50:56 PM	5.56	6.53	7.82	12.05	18.37	192.22	-1.000000	-1.000000	4/8/2019 - 8:55:47 PM	34.62	26.38	987.55
4/8/2019 - 9:51:06 PM	5.55	6.52	7.82	12.05	18.36	191.95	-1.000000	-1.000000	4/8/2019 - 8:55:52 PM	34.61	26.88	987.55
4/8/2019 - 9:51:16 PM	5.54	6.46	7.81	10.62	13.56	191.70	-1.000000	-1.000000	4/8/2019 - 8:55:57 PM	34.62	26.86	987.42
4/8/2019 - 9:51:26 PM	5.51	6.47	7.86	10.67	13.61	191.19	-1.000000	-1.000000	4/8/2019 - 8:56:02 PM	34.63	26.93	987.55
4/8/2019 - 9:51:36 PM	5.51	6.48	7.90	10.71	13.66	190.86	-1.000000	-1.000000	4/8/2019 - 8:56:07 PM	34.63	26.93	987.55
4/8/2019 - 9:51:46 PM	5.49	6.48	7.94	10.75	13.70	190.39	-1.000000	-1.000000	4/8/2019 - 8:56:12 PM	34.57	27.52	987.55
4/8/2019 - 9:51:56 PM	5.49	6.48	7.94	10.74	13.70	190.20	-1.000000	-1.000000	4/8/2019 - 8:56:17 PM	34.47	27.66	987.42
4/8/2019 - 9:52:06 PM	5.46	6.43	7.89	10.70	13.65	189.58	-1.000000	-1.000000	4/8/2019 - 8:56:22 PM	34.44	27.72	987.55
4/8/2019 - 9:52:16 PM	5.43	6.41	7.86	10.67	13.62	188.88	-1.000000	-1.000000	4/8/2019 - 8:56:27 PM	34.40	28.66	987.55
4/8/2019 - 9:52:26 PM	5.42	6.37	7.82	10.63	13.58	188.51	-1.000000	-1.000000	4/8/2019 - 8:56:32 PM	34.42	28.63	987.55
4/8/2019 - 9:52:36 PM	5.41	6.37	7.81	10.62	13.57	188.15	-1.000000	-1.000000	4/8/2019 - 8:56:37 PM	34.35	28.18	987.55
4/8/2019 - 9:52:46 PM	5.40	6.36	7.80	10.61	13.56	187.66	-1.000000	-1.000000	4/8/2019 - 8:56:42 PM	34.27	28.30	987.55
4/8/2019 - 9:52:56 PM	5.38	6.34	7.78	10.59	13.54	187.17	-1.000000	-1.000000	4/8/2019 - 8:56:47 PM	34.17	28.34	987.55
4/8/2019 - 9:53:07 PM	5.36	6.30	7.72	10.53	13.48	186.60	-1.000000	-1.000000	4/8/2019 - 8:56:52 PM	34.07	28.49	987.42
4/8/2019 - 9:53:17 PM	5.35	6.30	7.74	10.55	13.50	186.17	-1.000000	-1.000000	4/8/2019 - 8:56:57 PM	33.95	28.40	987.30
4/8/2019 - 9:53:27 PM	5.34	6.28	7.71	10.51	13.46	185.78	-1.000000	-1.000000	4/8/2019 - 8:57:02 PM	33.92	28.45	987.18
4/8/2019 - 9:53:37 PM	5.33	6.25	7.62	10.42	13.35	185.29	-1.000000	-1.000000	4/8/2019 - 8:57:07 PM	33.90	28.33	700.00
4/8/2019 - 9:53:47 PM	5.31	6.23	7.60	10.40	13.33	184.61	-1.000000	-1.000000	4/8/2019 - 8:57:12 PM	33.88	28.37	987.30
4/8/2019 - 9:53:57 PM	5.29	6.27	7.56	11.32	15.20	184.12	-1.000000	-1.000000	4/8/2019 - 8:57:17 PM	33.86	28.26	987.55
4/8/2019 - 9:54:07 PM	5.28	6.26	7.55	11.31	15.19	183.70	-1.000000	-1.000000	4/8/2019 - 8:57:22 PM	33.86	28.26	987.55
4/8/2019 - 9:54:17 PM	5.27	6.24	7.53	11.29	15.17	183.20	-1.000000	-1.000000	4/8/2019 - 8:57:27 PM	33.86	28.26	987.55
4/8/2019 - 9:54:27 PM	5.26	6.26	7.54	11.74	18.68	182.94	-1.000000	-1.000000	4/8/2019 - 8:57:32 PM	33.83	27.99	987.55
4/8/2019 - 9:54:37 PM	5.25	6.25	7.52	11.73	18.67	182.50	-1.000000	-1.000000	4/8/2019 - 8:57:37 PM	33.75	28.11	987.42
4/8/2019 - 9:54:47 PM	5.23	6.18	7.35	11.38	18.21	181.89	-1.000000	-1.000000	4/8/2019 - 8:57:42 PM	33.73	28.22	987.42
4/8/2019 - 9:54:57 PM	5.21	6.14	7.37	10.55	15.83	181.33	-1.000000	-1.000000	4/8/2019 - 8:57:46 PM	33.69	28.28	987.42
4/8/2019 - 9:55:07 PM	5.19	6.12	7.34	10.52	15.79	180.62	-1.000000	-1.000000	4/8/2019 - 8:57:52 PM	33.64	28.35	987.42
4/8/2019 - 9:55:17 PM	5.18	6.10	7.33	10.50	15.78	180.22	-1.000000	-1.000000	4/8/2019 - 8:57:56 PM	33.60	27.98	987.42
4/8/2019 - 9:55:27 PM	5.17	6.11	7.40	10.58	15.87	179.83	-1.000000	-1.000000	4/8/2019 - 8:58:02 PM	33.55	28.06	987.42
4/8/2019 - 9:55:37 PM	5.15	6.10	7.38	10.56	15.85	179.27	-1.000000	-1.000000	4/8/2019 - 8:58:07 PM	33.52	27.86	987.30
4/8/2019 - 9:55:47 PM	5.14	6.09	7.37	10.54	15.83	178.93	-1.000000	-1.000000	4/8/2019 - 8:58:11 PM	33.50	27.90	987.55
4/8/2019 - 9:55:57 PM	5.13	6.07	7.36	10.53	15.82	178.49	-1.000000	-1.000000	4/8/2019 - 8:58:16 PM	33.48	28.11	987.42
4/8/2019 - 9:56:07 PM	5.12	6.06	7.34	10.52	15.81	178.15	-1.000000	-1.000000	4/8/2019 - 8:58:21 PM	33.48	28.11	987.18
4/8/2019 - 9:56:17 PM	5.10	6.05	7.39	10.59	15.90	177.70	-1.000000	-1.000000	4/8/2019 - 8:58:26 PM	33.50	28.00	987.30
4/8/2019 - 9:56:26 PM	5.08	6.03	7.37	10.57	15.89	177.10	-1.000000	-1.000000	4/8/2019 - 8:58:31 PM	33.50	28.00	987.30
4/8/2019 - 9:56:36 PM	5.07	6.02	7.35	10.56	15.87	176.59	-1.000000	-1.000000	4/8/2019 - 8:58:36 PM	-273.15	15.74	987.18
4/8/2019 - 9:56:46 PM	5.06	6.01	7.35	10.55	15.86	176.27	-1.000000	-1.000000	4/8/2019 - 8:58:41 PM	-273.15	15.74	987.18
4/8/2019 - 9:56:56 PM	5.05	6.00	7.34	10.54	15.86	175.98	-1.000000	-1.000000	4/8/2019 - 8:58:46 PM	-273.15	15.74	987.18
4/8/2019 - 9:57:06 PM	5.04	6.01	7.24	11.18	17.07	175.55	-1.000000	-1.000000	4/8/2019 - 8:58:51 PM	-273.15	15.74	987.18
4/8/2019 - 9:57:16 PM	5.02	5.99	7.22	11.15	17.05	175.21	-1.000000	-1.000000	4/8/2019 - 8:58:56 PM	-273.15	15.74	987.18
4/8/2019 - 9:57:26 PM	5.01	5.95	7.13	11.06	16.95	174.88	-1.000000	-1.000000	4/8/2019 - 8:59:01 PM	-273.15	15.74	987.18
4/8/2019 - 9:57:36 PM	4.99	5.92	7.05	10.89	16.72	174.28	-1.000000	-1.000000	4/8/2019 - 8:59:06 PM	-273.15	15.74	987.18
4/8/2019 - 9:57:46 PM	4.98	5.90	7.02	10.86	16.70	173.76	-1.000000	-1.000000	4/8/2019 - 8:59:11 PM	-273.15	15.74	987.18
4/8/2019 - 9:57:56 PM	4.96	5.88	7.00	10.84	16.67	173.32	-1.000000	-1.000000	4/8/2019 - 8:59:16 PM	33.97	15.52	700.00
4/8/2019 - 9:58:06 PM	4.95	5.86	6.99	10.82	16.66	172.84	-1.000000	-1.000000	4/8/2019 - 8:59:21 PM	33.97	15.50	700.00
